you don't even know who to payoff huh i mean somebody walks in the classroom and you don't know what they're there for you know when they're	coming	how long they're going to be yeah	come	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw2078-ms98-a-trans.txt	2	4547	8	0.0627796481446084	gpt2_base_gpt2_base_gpt2_med_gpt2_med_gpt2_xl_gpt2_xl_gpt_gpt
that you can come back and and rat on them and they'll get them that way if you see them at a party to you know doing dope you can	go	back to work and tell on them huh	go	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2763-ms98-a-trans.txt	1	9779	8	0.07225907510263663	gpt2_large_gpt2_large_gpt2_med_gpt2_med_gpt2_xl_gpt2_xl_txl_txl
And before you know it, the butcher knife came around and cut the little girl's head off. And when the little girl	went	to heaven she was crying down to her dad and saying "Daddy, Daddy! Mama cut my head off with the butcher knife."	go	went	came	drove	walked	arrived	OANC_spoken	spoken	#face-to-face#	face-to-face_ReidSandra.txt	3	24300	8	0.05911577446013312	gpt2_large_gpt2_large_gpt2_med_gpt2_med_gpt2_xl_gpt2_xl_txl_txl
and then the amazing thing of course is how uh some cases can	come	to trial in thirty days and others it takes eighteen months	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3095-ms98-a-trans.txt	1	2676	7	0.31356240875522545	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta
you just eat when you have something to eat you just go in and you don't know when you're	coming	out right	come	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw2715-ms98-a-trans.txt	2	4805	7	0.8030182469086168	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt
yeah that he was willing to come down a little bit and uh if the Rangers will	go	up a little bit yes and the Rangers	go	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3763-ms98-a-trans.txt	1	13082	7	0.45429502958776385	bert_base_bert_large_distilbert_gpt2_base_gpt2_med_roberta_txl
culture that burgeoned at the end of the 17th century, the so-called Genroku era. Before these hard-working family men	went	home from work, they liked to drink strong alcohol in the company of actresses and	go	went	came	drove	walked	arrived	OANC_written	written	#travel_guides#	travel_guides_berlitz1_HistoryJapan.txt	3	45659	7	0.2896072177905146	bert_base_bert_large_distilbert_gpt2_base_gpt_roberta_txl
yeah exactly you know everybody's anxious to get going and get away and go do their thing but then they really want to	come	home and they can't always uh-huh	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3621-ms98-a-trans.txt	1	3024	7	0.33486540458638936	bert_base_bert_large_distilbert_gpt2_base_gpt2_med_gpt_txl
and it looks nice it does i was i because it took several days and i work so he was on his own during the house during the day and then i would just have to	come	home and call him at night and say excuse me uh-huh	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3913-ms98-a-trans.txt	1	3258	7	0.2112227705156731	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt_txl
was living with his girlfriend in this apartment and they had gone ahead and gotten this Rottweiler puppy and next thing i knew well he went ahead and kept uh the room here kept paying for it after he graduated and next thing i knew they had kicked the Rottweiler out so he	came	back home with it oh	come	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw4183-ms98-a-trans.txt	3	1156	7	0.3301457871079662	bert_base_bert_large_distilbert_gpt2_base_gpt2_xl_roberta_txl
yeah it sort of that does make you feel better though i had to admit that you know after yeah because when i get off work i usually	come	home and fix dinner and watch TV and then i'm tired i take a nap whatever yeah	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3977-ms98-a-trans.txt	1	3306	7	0.23121143591037094	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt
uh-huh and i had this really nice place you had to uh drive in as far as i could and then park and then you had to	walk	in the rest of the way uh-huh	walk	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2381-ms98-a-trans.txt	1	23357	7	0.4383450229783751	bert_base_bert_large_distilbert_gpt2_base_gpt_roberta_txl
You know all that wild nightlife you’ve seen in movies about Hollywood? Just take a	drive	along the Sunset Strip and you’ll know what inspired the reputation. But L.A.’s not just about excessive	drive	go	come	drive	walk	arrive	OANC_written	written	#travel_guides#	travel_guides_berlitz1_WhatToLosAngeles.txt	1	42932	7	0.3149009660966837	bert_base_bert_large_distilbert_gpt2_large_gpt2_med_roberta_txl
shrubs, and squiggly planting beds. Curvilinearness is believed to be next to godliness. A walk or a	drive	up to the house or through the garden should bend and wind and provide a "sense of journey," as one might experience on a walk in	drive	go	come	drive	walk	arrive	OANC_written	written	#journal#	journal_ArticleIP_3495.txt	1	32371	7	0.2861422256823322	bert_base_bert_large_distilbert_gpt2_base_gpt2_med_gpt_txl
that's right that's right you know a hundred miles or or even two hundred miles where you can at least go down there on a on a like a month a one month basis or they can	come	home yeah yeah that's	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2786-ms98-a-trans.txt	1	2373	7	0.2259401452476651	bert_base_bert_large_distilbert_gpt2_base_gpt2_med_roberta_txl
He didn't know how to get in touch with them, and he said, you know, you know, as he grew up, you know, he kept thinking about them, and he said he wanted to	come	back home but he didn't have any way, he didn't have any money. And he said finally he know, you know, once he got grown and started working, he saved up his money and he said he was determined to	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_FlonoFannie.txt	1	1319	7	0.36787823241264295	bert_base_bert_large_distilbert_gpt2_base_gpt2_med_gpt2_xl_roberta
uh-huh well prices have	come	down on the homes the duplexes yeah i mean we'll our neighbors the attached on the other side they're very nice thank God they paid fifty eight for it	come	gone	come	driven	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw2921-ms98-a-trans.txt	5	2510	7	0.2585939778612473	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt
um-hum and uh anytime that an employee like if they're	coming	to late work all the time and uh and if they if they're especially if there's not on the line or any kind of sensitive job where uh-huh	come	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw3662-ms98-a-trans.txt	2	5057	7	0.3070548020004484	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_roberta
And he um, s, he gave, he gave, um, the lady his, his phone number and he, she said, "Well where are you so I can tell your mommy where to	come	get you at," and the little boy gave her the address of where he was and said, "Please call my mommy. I'm lost and I want my mommy to	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_LloydTabatha.txt	1	1375	7	0.29492905265237085	bert_base_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt_txl
in a straitjacket. He, on the other hand, thought he was the hands-down winner. As soon as the debate ended, he	came	upstairs to the hall where the press was watching on a big-screen TV and offered to take questions. Reporters, pecking	come	went	came	drove	walked	arrived	OANC_written	written	#journal#	journal_Article247_3905.txt	3	27336	7	0.19186541675746002	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta
who moved out of the apartment she shared with Lowe, says of Hershey, "I just wish she'd	go	back to Hollywood and pick on somebody her own age!"	go	go	come	drive	walk	arrive	OANC_written	written	#journal#	journal_ArticleIP_2731.txt	1	34295	7	0.12757106000544044	bert_base_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt
uh Texas has got it rigged to where i can't shoot the guy can enter my property and i can't shoot him but once he's physically inside my house uh the law reads to where you can defend yourself if you feel your life is being threatened yeah at two o'clock in the morning if somebody's in my living room i feel real threatened so i'm going to	come	out with guns blazing yeah it's	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2294-ms98-a-trans.txt	1	1725	7	0.144071238741299	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt
beautiful outside, and there were free things to do everywhere. But. When I'd posted on Facebook that I was	coming	to town, no fewer than three people told me I just had to visit the Tupelo Honey Cafe . So I checked their website, and instantly fell in	come	going	coming	driving	walking	arriving	masc_written	written	#blog#	blog_Tupelo-Honey-Cafe.txt	2	46752	7	0.25309147809939986	bert_base_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
um-hum several times my neighbors came over immediately we didn't even know if they were still in the house my neighbor	went	through looking yeah	go	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw2345-ms98-a-trans.txt	3	24687	7	0.19911859639710064	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta
yeah no i know some people who do that as well and i can't understand that either i mean you know i in the morning i	come	to uh uh work with uh wet hair and you know and kind of uh not breathless but just	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw4368-ms98-a-trans.txt	1	3530	7	0.19283733605276956	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta
They were afraid of my daddy! And one of them said that one day he walked out to the car and they got where they wouldn't	come	to the house and she had to walk down this long driveway to pick her up. And she said my daddy	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_ChapmanDebbie.txt	1	1291	7	0.12799911440385855	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt
uh-huh but now that i you know work in the manufacturing plant then it's just it's so much more difficult for me to to actually get dressed up to	come	in to work like that right	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2652-ms98-a-trans.txt	1	2196	7	0.4851822457199325	bert_base_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
generally unmarked, and it can therefore be somewhat bewildering. But you can’t get lost for long, and in perhaps half an hour of	driving	around this area of Grands Fonds you’ll get a real feeling for the	drive	going	coming	driving	walking	arriving	OANC_written	written	#travel_guides#	travel_guides_berlitz1_WhereToFWI.txt	2	43449	7	0.2218462299238928	bert_base_bert_large_distilbert_gpt2_med_gpt2_xl_gpt_roberta
She and her sister could walk to school. When summer	arrived	with the steamy hot weather the family would pack up and go out to the country to the river the Catawba River. This meant packing a tent with cots for sleeping, pots to use over an open fire, dishes because of course there were no paper product at that time, food, and most important of all a cane pole, pole to go fishing.	arrive	went	came	drove	walked	arrived	OANC_spoken	spoken	#face-to-face#	face-to-face_ThomasKay.txt	3	12	7	0.3249115264904051	bert_base_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
do you oh that's fun so you've seen you have a wide variety under your belt then right yeah well we never used to do that until this other theater	went	in and it's you know it's inexpensive and it's entertainment for night uh-huh	go	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw3602-ms98-a-trans.txt	3	26189	7	0.26369056338285174	bert_base_bert_large_distilbert_gpt2_large_gpt2_med_gpt_roberta
family he had met in Cairo to help him continue his education in Germany. They suggested he	come	to Hamburg and invited him to live with them there, at least initially. After completing a course in German, Atta traveled to Germany for the	come	go	come	drive	walk	arrive	OANC_written	written	#technical#	technical_911report_chapter-5.txt	1	41659	7	0.11301005906627128	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt_txl
and then when i saw it go all over my car i thought oh oh something	came	through my radiator and just something's wrong inside my car so i i was waiting for my car to collapse you know i go i was going about sixty five miles an hour	come	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw3976-ms98-a-trans.txt	3	1120	7	0.28513273513029436	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta
needs to be more flexible for your schedule yeah that's the problem and he just says has to be you know i've got a class opening at nine thirty on Saturday and you can every once in a while go to a different class but you that's when you're supposed to	come	um-hum um-hum	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3958-ms98-a-trans.txt	1	3292	7	0.09539453453907538	bert_base_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
you mean i understand when they pulled the troops out of uh or they reduced the number of troops in Europe after the Berlin Wall	went	down i thought that was great but by no means do i	go	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw2602-ms98-a-trans.txt	3	25051	7	0.410213698902361	bert_base_bert_large_gpt2_large_gpt2_med_gpt2_xl_roberta_txl
Nightlife The Lake District is not the place to	come	if you want lots of action into the early morning hours. Don’t expect to be swinging	come	go	come	drive	walk	arrive	OANC_written	written	#travel_guides#	travel_guides_berlitz1_WhatToLakeDistrict.txt	1	41919	7	0.17375257928249468	bert_base_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
yeah i think we should try it like you say if it doesn't work we can always	come	back but i think it would be a good idea to try it i do too	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2640-ms98-a-trans.txt	1	2174	7	0.11398809911055066	bert_base_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
hasn't happened here for a while but it um well that's true since the Depression i guess when the veterans	went	to Washington and um-hum	go	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw3449-ms98-a-trans.txt	3	26005	7	0.19455133714525888	bert_base_bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl
And I try to tell Charlotte that we just passed an officer and needless, to say, uh, they didn't get up with him. And so I called my, my sergeant and let him know that I was	coming	inbound. By this time we were running 70 miles an hour.	come	going	coming	driving	walking	arriving	OANC_spoken	spoken	#face-to-face#	face-to-face_JenkinsJoe.txt	2	4490	7	0.16702421270767648	bert_base_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
um-hum so now they're wondering how they're going to do that with CD's it's going to be a little tougher if if it ever	goes	to CD's it's not it hasn't converted over yet i think the only group of folks who even use forty fives for music anymore	go	goes	comes	drives	walks	arrives	OANC_spoken	spoken	#telephone#	telephone_sw4299-ms98-a-trans.txt	4	15587	7	0.21741754593450396	bert_base_bert_large_distilbert_gpt2_large_gpt2_med_gpt2_xl_gpt
I don't know. She did this every time you'd	go	over there like on a regular basis? Yeah!	go	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_EmrichMegan.txt	1	6521	7	0.16580807859659913	bert_base_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt
um all the highways we have all the uh federal programs we have whether they're good or bad um sure seems like you do get a bang you know it seems like a lot of stuff's going on even though every paycheck a lot of money's	coming	out um i don't know i don't know it seems like so i used to think that government spent too much and they probably do but	come	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw3945-ms98-a-trans.txt	2	5115	7	0.28348683942882175	bert_base_bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt
. Uh, so then we, then you go through all these passage ways and you	come	into this, um, this long stretch where all of a sudden it's this like this big long cave and it's all, there's stuff all around the walls and there are, uh, and there are all these little tiny action figures little dolls and so on jumping up and making faces and all that kind of stuff, and singing and the music is, uh .	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_HebardCliff.txt	1	1356	7	0.15885360684380406	bert_base_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_txl
and which i guess if you got turmoil in your personal life you're going to let it	come	into work but um-hum	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2870-ms98-a-trans.txt	1	2471	7	0.137412257062681	bert_base_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
brought a new religion, art, and society that swept away much of what had	come	before. In the 18th and 19th centuries the Europeans arrived — one legacy of which is the English and French spoken by a	come	gone	come	driven	walked	arrived	OANC_written	written	#travel_guides#	travel_guides_berlitz1_IntroEgypt.txt	5	41860	7	0.20011146555222492	bert_large_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
And, um, we pass, um, we pass, uh, uh, the car dealerships on our left hand side. We're running 70 as we	come	past probably the, probably at Harris Blvd. And so I went ahead and let my units know up ahead as soon as we got into Matthews, he's getting blue lighted.	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_JenkinsJoe.txt	1	1365	7	0.3280325320537828	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt_roberta_txl
find that the hospitable Druse make the visit very enjoyable. About a five-minute	drive	south stands the Muhraka Carmelite Monastery, on the spot where Elijah, with the help of Yaweh	drive	go	come	drive	walk	arrive	OANC_written	written	#travel_guides#	travel_guides_berlitz1_WhereToIsrael.txt	1	42965	7	0.48380970745418483	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
By now it was dinnertime, and Mrs. Chatterbox and the Chatterchildren were urging Chatterbox to	come	home. Chatterbox will report on his visit to Metabolife's Web site tomorrow.	come	go	come	drive	walk	arrive	OANC_written	written	#journal#	journal_Article247_3809.txt	1	28690	7	0.19119749503744982	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
father who also happens to work in a Catholic school. I am out to my ex-wife, family, and some close friends but am hesitant to	come	all the way out for fear of the implications. I do not care what people think about me, but I don't want	come	go	come	drive	walk	arrive	OANC_written	written	#journal#	journal_ArticleIP_38054.txt	1	29949	7	0.11598677762714647	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
So, I went home, didn't hear anything for a while. A couple of weeks later, Sally called and invited me to	go	to Jazz Fest uptown. She explained a story about a group of people from work and I think maybe they'd even rented a van, um, and were making the rounds, I can't remember all the details of it, but she said, "and I thought maybe you'd want to	go	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_LowranceHugh.txt	1	6688	7	0.1804654035162593	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
public offering for FreeMarkets was staggering. The company had originally planned to go public at a price of $16 to $18 a share, but by the time it	came	to market, the offering price had tripled to $48 a share. That was still too	come	went	came	drove	walked	arrived	OANC_written	written	#journal#	journal_Article247_4171.txt	3	27395	7	0.20116564072998866	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta_txl
we let our female uh get pregnant as a matter of fact it's AKC so we reached out for a stud and when the the uh puppies	arrived	we made sure the children were there to see it uh we thought it was a very simple uh	arrive	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw3622-ms98-a-trans.txt	3	14	7	0.31048325038266694	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
yeah is that is that your dog calling you to	go	running again yes she doesn't like me on the telephone she's so jealous	go	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2696-ms98-a-trans.txt	1	9491	7	0.22120310398391613	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
my radar in Nordstrom did I start to feel better. And no sooner had I begun to enjoy my Slateness than glorious erotic opportunity	went	a-glimmering. At the top of the escalator, the phat lady made a sharp left into a silky hedge of Liz	go	went	came	drove	walked	arrived	OANC_written	written	#journal#	journal_ArticleIP_2428.txt	3	39870	7	0.22023869120648984	bert_large_gpt2_base_gpt2_med_gpt2_xl_gpt_roberta_txl
we used to live in Fort Worth actually and we lived over by Carswell and i just love watching those planes	come	by yeah	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw4289-ms98-a-trans.txt	1	3495	7	0.14253749283278624	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
i said asked him something about well did you who did you vote for for uh cheerleader and he said oh i didn't go vote he said uh there's no way i'm getting in that machine well then i realized it so when we went and voted the next time i asked the uh lady i said i want my son to	come	in with me and she said well uh why you know he'll have to	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2504-ms98-a-trans.txt	1	1996	7	0.11739812390396152	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
They had the trees where you could literally	drive	through the tree. The tree was kind of like sculpted out and big enough for you to	drive	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_ChapmanDebbie.txt	1	5251	7	0.1618551648644762	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
Even in Chicago's South Side, where we counted five white people in an hour, I felt fine just	driving	around; not so in Detroit. Truthfully, it wasn't about race: it was about being naive. It was about	drive	going	coming	driving	walking	arriving	masc_written	written	#blog#	blog_detroit.txt	2	46852	7	0.23490325954604652	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
um-hum in just barely above my ankles and uh you know when the waves	go	in the waves	go	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3268-ms98-a-trans.txt	1	11855	7	0.10255114521026518	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
i think if it's uh if someone's	coming	to case your house and they knock on the door they're going to draw a response from the dogs but if someone walked around my house uh-huh	come	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw3619-ms98-a-trans.txt	2	5041	7	0.1865569652078018	bert_large_distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta
the place at work would you like them to be able to search your purse and and then every time anytime they wanted to just	come	and and check to see if you had anything that was maybe against the company i i i'm it's not that i'm in favor of of you know that i think people should be allowed to take drugs at the job or or you know anything like that of course but	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3635-ms98-a-trans.txt	1	3038	7	0.15120115099613746	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_roberta_txl
of the phrase "having been unfaithful" suggests the affair may be over. If this is the case, the gentleman might take his wife for a	drive	and ask, "Will you forgive me, or should I	drive	go	come	drive	walk	arrive	OANC_written	written	#journal#	journal_ArticleIP_3549.txt	1	32373	7	0.2700278729971184	bert_large_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
the Bill of Rights doesn't exit for those guys if you are standing at a corner and somebody and the Bobby walks up to you and he says you've been standing here four buses have	go	ne by uh you're a pickpocket empty your pockets if he finds some things in in there then they will proceed to your house perhaps and uh say open your door up and	go	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw4607-ms98-a-trans.txt	1	14449	7	0.11853591261273023	bert_large_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
at a hastily convened meeting at 10:30 this morning. Indeed, many of the magazine's staffers were still sipping their first cup of coffee when word	went	out that Tina wanted to address "the staff." And so they gathered in what is	go	went	came	drove	walked	arrived	OANC_written	written	#journal#	journal_Article247_899.txt	3	39614	7	0.25861926410858765	distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
nobody at all. Each year, you'll pay taxes to cover your share of the interest on the debt, and each year, that money will	come	right back to you as interest on your bond. For all practical purposes, you'll have opted out of thedebt burden entirely.	come	go	come	drive	walk	arrive	OANC_written	written	#journal#	journal_ArticleIP_2028.txt	1	29241	7	0.18366794287992408	distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
and we went to this one it was called The Back Porch and uh they were cooking the stuff you know while we were we went on this boat ride and then we	came	back and ate out on this it was like a back porch oh that's nice	come	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw2608-ms98-a-trans.txt	3	551	7	0.2758041721226194	distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
yeah i mean this nonsense that's	coming	through now about uh uh lowering payments on Social Security and a few other things that Bush has in mind in order to to boost the economy because people have no more money is it's it it's ridiculous	come	going	coming	driving	walking	arriving	OANC_spoken	spoken	#telephone#	telephone_sw3279-ms98-a-trans.txt	2	4980	7	0.209856797422203	distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
i think the biggest thing that's important is to is to learn enough about the student to match the student well to the to the school and one thing i learned i went undergraduate to Harvard and then	came	out to Berkeley and it's pretty clear that there are some people who thrive at Berkeley uh and there are some people who who just die here because of the the amount of support that's given and the amount of uh bureaucracy you have to deal with and other things like that	come	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw4661-ms98-a-trans.txt	3	1225	7	0.15606219076692648	distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
for about two years and just it was incredible to me to see the things that they had to go through when they were really some of the best workers yeah that's true i mean you can't just	come	over to the country because uh you want to right	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw3469-ms98-a-trans.txt	1	2926	7	0.14259210793244123	distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta
friends who have us to their home for dinner almost every week. (The wife doesn't want to go out or	come	to our house.) When we're there, however, she spends a large part of the evening on the phone or on the computer. Her husband	come	go	come	drive	walk	arrive	OANC_written	written	#journal#	journal_ArticleIP_31993.txt	1	29736	7	0.10363042467830906	distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
oh yeah well when we came back what used to be our flower beds were solid Saint Augustine we had to we had to dig it out and the second tenant when we	went	to the Philippines the second tenant he had two little girls oh	go	went	came	drove	walked	arrived	OANC_spoken	spoken	#telephone#	telephone_sw2569-ms98-a-trans.txt	3	25016	7	0.1785411665994388	distilbert_gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl
The whole cave park is a truly awesome sight, with holes 300 ft (91 m) deep and 200 ft (61 m) across, and caves thousands of feet deep, all surrounded by pristine forest. Some say that the fountain of youth is here, in the clean water filtering through the limestone from the surface. You don’t have to believe the legends, but taste the water anyway — it’s very sweet, and it can’t hurt to wish just a little. From the caves it’s a short	drive	to Lares, the island’s center of coffee production. The sweet brew made from Puerto Rican beans is considered one of the finest in the world, though production is small. Coffee plants, usually interspersed with other crops such as bananas or plantains, can be seen growing on the high hillsides; it is a crop that enjoys good drainage and lots of humidity, which the large banana leaves help to conserve. From Lares take Route 111 to reach the most important Amerindian site on Puerto Rico, the Parque Ceremonial Indígena Caguana (Caguana Indian Ceremonial Park). The park is set in a wide valley surrounded by limestone peaks, one of which is said to represent the supreme god of the Taínos. The several ceremonial ball courts discovered and excavated here suggest the site was one of the Indians’ ma	drive	go	come	drive	walk	arrive	OANC_written	written	#travel_guides#	travel_guides_berlitz2_PuertoRico-WhereToGo.txt	1	43089	7	0.39223956681159483	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_txl_bert_large
& old alike."--Man goes up; man	comes	down. Man goes up; man	come	goes	comes	drives	walks	arrives	OANC_written	written	#journal#	journal_ArticleIP_31316.txt	4	31107	7	0.6961371724010946	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
uh-huh but usually when i go into the hot tub before i go swimming or when i	come	out i'm totally relaxed when i go home it's no big deal so you really do enjoy your exercise then since your	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2603-ms98-a-trans.txt	1	2130	7	0.29085978353280834	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
yeah i uh uh i've been mainly with groups of people and uh sometimes with a family here and there a couple of families get together but mainly it college age kids and uh on this one weekend where the tents blew down that same weekend we had one one college kid that yeah he thought he wanted to	come	and then when he got there it was a little more boring and you know that place doesn't have a whole lot to do up there and uh he sat in his car most of the time and and uh listened to his tapes and fortunately he didn't keep them crank them up too loud but he uh he stayed in the car and did what he could have done at home as it were	come	go	come	drive	walk	arrive	OANC_spoken	spoken	#telephone#	telephone_sw2108-ms98-a-trans.txt	1	1548	7	0.22048487420828472	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
So we, once again, parted ways. Several weeks later, after the other relationship had run its course and had been completely wound down, um, I invited Sally to	go	to a, um, I think 25th anniversary party with some, some people that I worked with. Um, we ended up getting together that Friday night before, to meet some other friends of mine to kind of give her a baptism by fire.	go	go	come	drive	walk	arrive	OANC_spoken	spoken	#face-to-face#	face-to-face_LowranceHugh.txt	1	6689	7	0.2410000579820175	gpt2_base_gpt2_large_gpt2_med_gpt2_xl_gpt_roberta_txl
