t's hard to blame people for mocking these oblivious teenagers, who thought they were walking on their own, but were in fact being carried. [SEP] But it's also worth considering how events would have appeared from their perspective. [SEP] A high ACT score would have seemed like just another stroke of good fortune in a life full of it. [SEP] The same goes for their acceptance into a selective college. [SEP] In one tragicomic passage in the indictment, the scheme's orchestrator describes how his student " clients " would sometimes	come	to him, surprised by their own high test scores, and suggest that maybe they'd do even better if they took the test again. [SEP] They mistook the secret forces working on their behalf for their own natural talent.	natural	COCA; 2019 (19-03-17); Ignorance Was Bliss for the Children of the College-Admissions Scandal	come	natural	natural	1	other; describe	attitude holder	to him	
Gilbert Joseph was one of the several thousand Jamaican men who joined the RAF to fight against Hitler . [SEP] Returning to England after the war he finds himself treated very differently now that he is no longer in a blue uniform . [SEP] It is desperation that makes him remember a wartime friendship with Queenie and knock at her door . [SEP] Hortense shared Gilbert 's dream of leaving Jamaica and	coming	to England to start a better life - that 's why she married him . [SEP] But when she at last joins her husband , she is shocked by London 's shabbiness and horrified at the way the English live . [SEP] Even Gilbert is not the man she thought he was . [SEP] Queenie 's neighbours do not approve of her choice of tenants , and neither would her husband , were he there .	natural	Wacky 2843	come	natural	natural	2	other; dream report	attitude holder	England	might be audience
I want to thank you, ladies and gentlemen, for your kind attention this evening. [SEP] As a Harvard graduate, I did want you to know that I speak English. [SEP] Isn't that neat? [SEP] Incidentally, the Glacier Park Lodge is where I learned to walk. [SEP] My mother said she would aim me down the long hallway, and I'd take off with momentum. [SEP] When she heard the crash she would	come	down and pick me up, turn me, and aim me the other way. [SEP] She also said that in that hotel, the old timers- the frontier people- were still around. [SEP] We would all go down to the depot and meet the trains.	natural	COCA; 2010 (Spring 2010); Vol. 84, Iss. 2; pg. 10, 4 pgs; THE VOICE OF GLACIER; Amy Leinbach Marquis; MAG: National Parks	come	natural	natural	1	other; hear	speaker@ET	down	
VAN-SUSTEREN[SEP] It was so fun to see her here, former Congresswoman Gabby Giffords leading the Pledge of Allegiance here at the Democratic National Convention. [SEP] Shortly afterwards, we caught up with her husband, Captain Mark Kelly. [SEP] Mark, it's nice to see you and it's wonderful to have your wife, Congresswoman Giffords back here. [SEP] Was it fun? [SEP] CAPT-MARK-KELLY, -A[SEP] It was a lot of fun. [SEP] A lot of fun for her. [SEP] She was very excited to be out there. [SEP] VAN-SUSTEREN[SEP] When she first heard she was	coming	here how did she respond? [SEP] KELLY[SEP] Well, you know, they've been talking about this for a while, but she's always been excited about doing it. [SEP] But the plan didn't really come together until recently. [SEP] But she's been excited. [SEP] VAN-SUSTEREN[SEP] We've all been concerned and wondering how her health is, how she's recovering. [SEP] KELLY[SEP] She's doing really well, she continues to work hard at it.	natural	COCA; 2012 (120906); Obama Addresses Convention; SPOK: FOX ON THE RECORD WITH GRETA VAN SUSTEREN 11:30 PM EST	come	natural	natural	2	other; hear	speaker@UT	here	
Later, my father knocked at my door. [SEP] " We're going to Swaziland, " he said when I let him in, his voice high with excitement. [SEP] A weekend site visit, he explained, to a clinic in Mbabane. [SEP] They didn't want to assume anything, but he and Betsy hoped I would	come	along to look after Ernest. [SEP] " Your efforts with him haven't been lost on us, " he said. [SEP] " Dad, he's fourteen. He doesn't need me to watch him. Trust me. "	natural	COCA; 2014; Fall2014, Vol. 40 Issue 2/3, p60-78. 19p.; New Brother.; DUPREE, ANDREA; FIC: Ploughshares	come	natural	natural	1	other; hope	accompaniment	Swaziland	
1st RESPONDENT: It's just a game, people. [SEP] It's not national security, baseball. [SEP] TED KOPPEL: voice-over It may not involve national security, but the future of the nation's sport has become a White House concern. [SEP] Pres. [SEP] BILL CLINTON: I had hoped that tonight I would be coming out to tell you that baseball is	coming	back in 1995, and for a good while this evening I thought that that might well be the case. [SEP] Unfortunately, the parties have not reached agreement. [SEP] The American people are the real losers. [SEP] TED KOPPEL: voice-over The owners, the players, and the President at the White House tonight	natural	COCA; 1995 (19950207); Nightline 19950207; SPOK: ABC_Nightline	come	natural	natural	2	other; hope	embedded listener	out	
The events of the last few days came back to her. [SEP] Arthur, her adored only grandson, had disappeared -- just as her husband had done four years earlier, in the garden by the oak tree in search of a treasure. [SEP] She had searched the garden from one end to the other, torn the house apart, and called for him from all the neighboring hills, without finding a trace of her grandson. [SEP] She imagined so many different explanations... perhaps extraterrestrials, for one. [SEP] She imagined large green men	coming	down from the sky in their UFO and kidnapping Arthur. [SEP] She was almost sure of it. [SEP] She missed his little blond head, tousled hair, and two large brown eyes, always with their look of wonder. [SEP] She missed his voice, as sweet and fragile as a soap bubble. [SEP] A tear made its lonely way down her cheek. [SEP] She looked at the sky for a moment through the window. [SEP] It was uniformly blue and desperately empty. [SEP] No trace of extraterrestrials.	natural	COCA;   2006; New York : HarperTrophy, Edition: 1st Harper Trophy ed.; Arthur and the forbidden city; Besson, Luc. Sowchek, Ellen.; FIC: Arthur and the forbidden city	come	natural	natural	2	other; imagine	theme	down from the sky	
I thought about Polly's funeral, just starting across town. [SEP] Her mother would have taken a seat already. [SEP] People would be parking their cars and nodding to one another solemnly as they walked across the grass. [SEP] I had never been to a funeral, but I imagined that everyone would	come	quietly, dignified and respectful in smart black dresses and stiff suits. [SEP] They would sit rigid against the pain, but would yield to it as the funeral progressed.	natural	COCA; 2004 (May);  Vol. 293, Iss. 4; pg. 149, 13 pgs; FOALING SEASON; Aryn Kyle; FIC: The Atlantic Monthly	come	natural	natural	1	other; imagine	theme	none	
Trevor remembered now. [SEP] The day of the funeral, he'd tried to use his mobile phone. [SEP] There hadn't been any reception. [SEP] Not until he'd gotten close to Boise again had service resumed. [SEP] But he'd figured it was a temporary problem. [SEP] Hadn't considered it was an ongoing issue. [SEP] He'd known he was	coming	to a small town. [SEP] He hadn't figured on it being so backward it wouldn't have cell phone service.	natural	COCA; 2017; Keeper of the stars : a Kings Meadow romance; Robin Lee Hatcher; FIC: Keeper of the stars : a Kings Meadow romance	come	natural	natural	2	other; know	attitude holder @ ET	a small town	
She'd read about the potoo bird, and now before she fell asleep she would hear its call, which was really the voice of a dead girl crying near her window. [SEP] She couldn't go to La Boca because it seemed to her that under the river's black surface there were submerged bodies that would surely try to rise up as soon as she got near its edge. [SEP] She never slept with a leg uncovered, because she knew a cold hand would	come	and stroke it. [SEP] Josefina's mother left her with Grandma Rita when she had to go out; if she was half an hour late Josefina would start to vomit, because the delay could mean only that her mother had died in a car crash. [SEP] She ran past the portrait of the dead grandfather she'd never met -- she could feel his black eyes following her	natural	COCA;   2019 (2019/01/01); Vol. 55, Issue 1; The Well	come	natural	natural	1	other; know	protagonist	X & V	
APATOW: " You said, " You're going to learn so much. [SEP] " I always thought, I'm here to learn. [SEP] I always had more fun there because I thought, Hopefully I can get some jokes in, but I just got to watch Garry re-outline that script. [SEP] SHANDLING: You clearly had youth and a point of view and energy, and you were also really funny. [SEP] And we never talked about any business stuf. [SEP] I don't know if you knew how many writers would	come	up to me and say, " I really want to do my own show, can you help? " It's like a woman telling you who she's going to date next. [SEP] You never did that, and I think you stay focused on the work.	natural	COCA; 2014; Oct2014, Vol. 162 Issue 3, p112-135. 20p. 48 Color Photographs, 4 Black and White Photographs, 53 Illustrations; Who Made You The Man You Are Today?; MOBLEY, JANA; MAG: Esquire	come	natural	natural	1	other; know	speaker@ET	up to me	
AMY-ROBACH[SEP] (Voiceover) Luke decided to put his Nashville dreams on hold. [SEP] Family came first, so Luke stayed home and went to college. [SEP] He spent the next few years playing in bars at night and working on his father's farm during the day. [SEP] AMY-ROBACH[SEP] (Off-camera) Were you ever worried that he wouldn't start the career that he was meant to have? [SEP] LECLAIRE-BRYAN[SEP] We knew Luke at some point would	come	to Nashville, but that you never just, you, you can't leave your family. [SEP] And I - I couldn't bear the thought of him being away. [SEP] AMY-ROBACH[SEP] (Voiceover) Luke's sense of duty kept him home. [SEP] His father Tommy knew the only way to get Luke to follow his destiny was to fire him.	natural	COCA; 2013 (131105); IN THE SPOTLIGHT WITH ROBIN ROBERTS; COUNTDOWN TO THE CMA AWARDS; SPOK: 20/20 10:01 PM EST	come	natural	natural	1	other; know	speaker@UT	to Nashville	
Her hair looked a bit longer tban in the photos Sarah had shown him, as if she'd recently decided to let it grow. [SEP] She said, " I try not to see myself too much. It can be rather fmstrating. But please, sit down. " Jack turned the empty chair to face her more directly and kept his eyes on her as he sat down. [SEP] He said, " Still, you must have known I would	come	looking for you. [SEP] You put my card up so your daughter would find it. [SEP] "	natural	COCA; 2013; Sep/Oct2013, Vol. 125 Issue 3/4, p61-121. 61p.; The Queen of Eyes.; Pollack, Rachel;  FIC: Fantasy & Science Fiction	come	natural	natural	1	other; know	attitude holder	X & V	
When Mat stood up again from his father's side, he was a man new-created by rage. [SEP] All that he had been and thought and done gave way to his one desire to kill the man who had killed his father. [SEP] He ached, mind and body, with the elation of that one thought. [SEP] He was not armed, but he never thought of that. [SEP] He would go for the horse he had left tied at the blacksmith's. [SEP] He would ride Thad Coulter down. He would	come	up beside him and club him off the mule. [SEP] He would beat him down out of the air.	natural	COCA; 1992; Autumn92, Vol. 28 Issue 4, p679, 36p; Pray Without Ceasing; FIC: Southern Review	come	natural	natural	1	other; modal	theme	up against him	
The meeting that Mr. Suzuki chairs is extremely boring, but he persuaded me to	come	to it.	predicted grammatical	Nakazawa (speaker-addressee 2007)	come	predicted grammatical	natural	1	other; persuade	attitude holder @ ET	the meeting	
This vote will be like no other that Iraq has ever seen. [SEP] The last time Methboub and her son-in-law, Ali, cast ballots, in October 2002, Hussein officially won 100 percent of the vote. [SEP] The family laughs when they recall how, after the results were announced, a neighbor	came	to them and said " they are liars, " because she had managed to get away without voting.	natural	COCA; 2005 (20050126); WORLD; Amid struggles, an Iraqi family will vote; By Scott Peterson Staff writer of The Christian Science Monitor; NEWS: Christian Science Monitor	come	natural	natural	3	other; recall	attitude holder @ ET	to them	
That night, as we lay on Holly's twin beds, facing each other, Holly helped me work out my plan. [SEP] That weekend I would visit my sister at the Total Care Center, alone. [SEP] The gardener, Rob, who owed Holly some favors, would drive me there early in the morning, before her parents were conscious. [SEP] That way the staff at the Center would remember me when I	came	back, and think it was normal for my sister to walk around the grounds with me.	natural	COCA;   2018 (2018/03/22); Issue 25; TOTAL	come	natural	natural	3	other; remember	speaker	back	
Walking home from Sudbury one night , he became aware of galloping horses , then he saw lights	coming	toward him and he stepped off the road to let the carriage pass . [SEP] He saw distinctly one man or two in the box , driving ; they had no heads , only hands and the lower part of the body . [SEP] As he watched , the whole thing vanished.	natural	Wacky text 274	come	natural	natural	2	other; see	protagonist	none	
But I was the only legislative aide without some sort of advanced degree. [SEP] I mean -- and I just mean like a law degree. [SEP] We had bioethicist on staff. [SEP] AXELROD[SEP] Yes. [SEP] KEENAN[SEP] With PhDs in molecular genetics. [SEP] I mean, he had the best staff on the Hill and I wasn't ready for that. [SEP] So I went to the Kennedy school to try to get, you know, kind of a quantitative background that I hadn't got in college. [SEP] And I told the senator I would	come	back when I was done if he'd have me.	natural	COCA; 2017 (170126); Interview with Cody Keenan; SPOK: AXE FILES 12:00 AM EST	come	natural	natural	1	other; tell	embedded listener	back	
McCall often watched Alex when Thompson traveled on Theatre Communications Group business. [SEP] " So finally Kent called me and said,' Alex would like you to come over for dinner.' And I said,' OK, sure. I'm going to Alex's house for dinner.' [SEP] " [SEP] If someone had told me that I would	come	to Alabama and meet my husband and adopt my son, I would have told them they were out of their tiny minds, [SEP] " said McCall, a Broadway actress best known as Jane Powell's deranged daughter on the soap " Loving. "	natural	COCA; 2005 (20050220); ARTS & ENTERTAINMENT; Pg. F-03; DCTC^S NEW CHIEF LEAVES STAGE LEGACY, PERSONAL MILESTONES IN ALABAMA Poised for life^s next act; John Moore Denver Post Theater Critic; NEWS: Denver Post	come	natural	natural	1	other; tell	speaker@UT	to Alabama	
On the stereo in my dad 's studio apartment is a photograph of me and my sisters in the same battered silver frame it was in when it was in our living room . [SEP] It was one of the few things Dad threw into his bag when he left Mom 's house a year ago. [SEP] Dad had wanted me to	come	over to his new place to show me his Fender Strat , a guitar he had just bought .	natural	AmE06_F06	come	natural	natural	1	other; want	attitude holder	new place	
The clout list shows an Anthony Scarpelli sought a city job in 1994 with help from Terry Teele , a former Daley aide . [SEP] Scarpelli said he 's not sure if that 's him or his father , also a city worker on disability leave . [SEP] Scarpelli , a cousin of the late mobster Gerald Scarpelli , said he also helped run a patronage army for Carmen Iacullo and Anthony Pucillo , two former transportation department officials . [SEP] " I want to	come	back to work , " said Scarpelli , who settled four previous cases for $28,000 .	natural	AmE06_A21	come	natural	natural	1	other; want	homebase	work	
Elvern was so lonely that he'd become a man who could easily start talking to books or windows or old hair combs. [SEP] The place was depressing, and Elvern had become so negative and argumentative that talking to him was nearly impossible. [SEP] You could say it was a nice sunny day, and he'd say we needed rain. [SEP] You could bring up an old friend or story, and Elvern would find a way to associate an injustice to himself with the narrative. [SEP] The place was killing his spirit, and no wonder nobody wanted to	come	and visit.	natural	COCA; 2005 (Apr); Vol. 295, Iss. 3; pg. 117, 13 pgs; Bullheads; Michael Lohre; FIC: The Atlantic Monthly	come	natural	natural	1	other; want	protagonist	X & V	
ERRY-GROSS[SEP] This is FRESH AIR. [SEP] And if you're just joining us, my guests are Kumail Nanjiani and Emily V. Gordon. [SEP] They co-wrote the new romantic comedy " The Big Sick, " and Kumail stars in it. [SEP] The movie is loosely based on how they met and decided to get married. [SEP] And they met when Kumail was doing stand-up comedy, and things got more serious after Emily had to be put in a medically induced coma. [SEP] So Kumail, your parents wanted you to	come	to America I suppose to study and become a doctor.	natural	COCA; 2017 (170712); How A Medically Induced Coma Led To Love, Marriage And ^The Big Sick^; SPOK: Fresh Air 12:00 AM EST	come	natural	natural	1	other; want	speaker@UT	to America	
While I was aware that other Sunday school classes at our church seemed to impart actual information, my own class of kids retained startlingly little. [SEP] Sometimes I wondered why they kept	coming	, week after week, until I realized that most second graders don't exactly have control over their own schedules.	natural	COCA;   2008 (Dec 2008); Vol. 247, Iss. 6; pg. 185; Cereal-Box Crèche; MAG: Good Housekeeping	come	natural	natural	2	other; wonder	attitude holder	none	
Pam was listening intently, but Don found his eyes scanning the gathering crowd for other familiar faces. [SEP] Bill had always been more popular than Donmore outgoing, and better at sports. [SEP] He wondered how many people would	come	to his own funeral, and And, as he looked around the room, his heart sank. [SEP] None of these people, that was for sure.	natural	COCA; 2006 (Dec); Vol. 126, Iss. 12; pg. 100, 35 pgs; Rollback: Part III of IV; Robert J Sawyer; FIC: Analog Science Fiction & Fact	come	natural	natural	1	other; wonder	empathy center	to his own funeral	
I knew Hai was anxious to find his family. [SEP] I told him to go on alone, that I could meet everyone the next day. [SEP] But he wouldn't hear of it. [SEP] It was necessary that I go with him. [SEP] The neighborhood Hai thought of as home started as a narrow break in a wall on the main street. [SEP] Too narrow to be an alley, it nonetheless was the avenue that led to where he had grown up. [SEP] The path was dark and uneven, and as I followed, I wondered if my	coming	was actually a good idea or not. [SEP] The darkness gave way to dim lights from open doorways that fronted the path. [SEP] Smells of nuoc mam, the pungent fish sauce that is an integral part of any Vietnamese cooking, bled from every home. [SEP] He recognized someone, spoke, and they responded with obvious surprise and delight.	natural	COCA; 1997 (Spring); Vol. 73, Iss. 2; pg. 327, 10 pgs; Reunion; R E Nelson; FIC: The Virginia Quarterly Review	come	natural	natural	2	other; wonder	protagonist	none	
" We need your help. " [SEP] " She hasn't opened the blind in three days, " he said. [SEP] I raised my voice in case he couldn't hear me over the hurdy-gurdy music and the dull throb of the crowd. [SEP] " Valerie is in labor. " [SEP] But he continued to stare at the window, black marble eyes filled with something like pain and hope, joy and terror and want. [SEP] I imagined that death was the color of those eyes; I have often thought it since, but I yelled at him to	come	anyway, that Valerie was having a baby, that we needed him, that the baby was more important than this. [SEP] "	natural	COCA; 2001 (2001); Vol. 86, Iss. 4; pg. 581, 15 pgs; The reach of wonder; David Coley; FIC: Southwest Review	come	natural	natural	1	other; yell	empathy center	come with	
Just then, the schooner gave a playful little lurch and the woman still up on the dead-eye lost her footing. [SEP] One sandaled foot skidded sideways, while the other shot through the shrouds and somehow caught there, throwing her off-balance and tumbling her over backwards. [SEP] She hung screaming, her head swaying bare inches above the deck. [SEP] Jerry yelled for Rita to	come	help me and then lunged over to where the woman hung, knocking Lori and Marcella out of the way and dodging passengers. [SEP] Grabbing the woman around the waist, he hefted her over one shoulder while she clung to his back. [SEP] I stood at the wheel with my jaw dropped open as he untangled her foot and eased her to her feet, where she stood sobbing into his neck.	natural	COCA; 1995 (Winter); Charlottesville: Winter 1995. Vol. 71, Iss. 1; p; Pearls That Were His Eyes; Crawford, Wanda.; FIC: Virginia Quarterly Review	come	natural	natural	1	other; yell	speaker@ET	X & V	
I made it to a corner where I could hail a cab. [SEP] I was back uptown by 8 a.m. and I ignored the stares in the lobby of the Plaza. [SEP] In my room I showered and shaved, then collapsed on the bed for a couple of hours until the maid's tapping at the door got my attention. [SEP] I yelled to her to	come	back in a half hour and then dug out some clean clothes, trying to piece things together as I dressed.	natural	COCA; 2008; New York: Apr 2008 . Vol. 128, Iss. 4; pg. 8, 22 pgs; Guaranteed Not to Turn Pink in the Can; FIC: Analog Science Fiction & Fact	come	natural	natural	1	other; yell	speaker@UT	back	
Lavinia was chatting to Ludo about the Canadian exchange student that she was hosting. [SEP] "How many states have you shown her so far?", asked Ludo. [SEP] "She's been to Connecticut, Maine, and New Hampshire. [SEP] And last weekend she	came	with me to New York. [SEP] So, counting Vermont, five. [SEP] "	predicted grammatical	my own notes	come	predicted grammatical	natural	3	quote	accompaniment	to New York	
It was always very handy, a hairdresser coming to the house like that. [SEP] She always had all her things with her. [SEP] Drier, shampoo, curlers, dye, brushes. [SEP] You didn't have to hunt around for anything. [SEP] And you could have a good gossip with her while she was doing it, the hairdresser. [SEP] " She was telling me yesterday that she'd finally managed to persuade her husband to go and visit her parents in Kasterlee with her. [SEP] Because she'd said to him, she said :	come	with me for once, you! [SEP] You never go there anymore and they're your in-laws after all! [SEP] You have to show your face there sometimes! [SEP] I don't know how long it is since you've been there! [SEP] You spend every Sunday at soccer!	natural	COCA; 1994 (Summer); # . Vol. 14, Iss. 2; pg. 111; White always looks good; Pleysier, Leo; FIC: Review of Contemporary Fiction	come	natural	natural	5	quote	accompaniment	to Kasterlee	
Last December, when we walked into the courthouse the postman gave her a hug and the security guard flirted with her. [SEP] " I know everybody, " she said with a laugh. [SEP] She has faced some of the district attorneys who once prosecuted her, and she's even argued juvenile cases before the very judge who first locked her up. [SEP] It was terrifying to walk into his courtroom again, but " I always told people back at home that I would	come	back and be a lawyer. [SEP] "	natural	COCA; 2016 (16-09-20); Thousands of Girls Are Locked Up for Talking Back or Staying Out Late; MAG: Mother Jones	come	natural	natural	1	quote	homebase	back	
" Annie, Annie Lieberman? " he asked. [SEP] " Jesus, could that be you? " [SEP] " Uhuh, " I said cautiously. [SEP] [SEP] " It's Vic, Vic Lampshade? Your cousin Barry Vishniak's college roommate. " He paused and I searched my memory, but came up with no picture of him, nor any reason for him to remember my name. " I	came	to your family for Thanksgivings during school, " he said, then reminded me, as if to prove his credentials, of Aunt Stacia's much lauded duck, of Robert's first wife, who everyone swore was a Rothschild.	natural	COCA; 2002 (Fall); Vol. 41, Iss. 4; pg. 612, 18 pgs; Playing the angles; Sharon Pomerantz; FIC: Michigan Quarterly Review	come	natural	natural	3	quote	homebase	to your family	
" Summer is almost here, " she told Conner. [SEP] " It's almost June, we're all free to roam and move around now that there's no threat. I have to get my boys back to some kind of stable life. They need you, Conner. I'd like to spend the summer in Virgin River with you, if that's okay. I want to rent my own place, of course, but the boys should be near you. " " I 'll	come	and get you, " Conner immediately offered. " No, " she said flatly. " I'm taking the boys on vacation, just the three of us. [SEP] We've earned it. [SEP] We're going to Disney World for a few days.	natural	COCA; 2012; Don Mills, Ont. : Mira Books; Redwood Bend; Carr, Robyn.; FIC: Redwood Bend	come	natural	natural	1	quote	listener	X & V	
Trent glared at his father triumphantly. [SEP] " You're not even a person anymore, " he said. [SEP] For a few months, it looked like things might go okay. [SEP] Craig's new place was a mile away. [SEP] He took the kids Monday to Wednesday. [SEP] Daphne decorated her new room. [SEP] Then one day Ellie called to report that Trent refused to get in the car. [SEP] " I 'll	come	get him, " Craig said. [SEP] " He's doing this weird thing, " Ellie warned. [SEP] " What weird thing? [SEP] " [SEP] " [SEP] He doesn't want to call you Dad. [SEP] " [SEP] Trent was in the backyard, skulking around the fire pit. [SEP] He looked like Craig had as a kid, glum and spindly.	natural	COCA; 2019 (2019/06/22); Vol. 40, Issue 2; How Can You Be Happy?	come	natural	natural	1	quote	listener	X & V	
" You sure? " [SEP] Mom asked. [SEP] " Yes. " [SEP] " Do they beat you? " [SEP] " Only at sparring. " [SEP] " Where? " she asked, ready to come and rescue him. [SEP] She thought sparring was some sort of location, like the boiler room or the showers. [SEP] " It's perfectly fine, " Roman explained soothingly. [SEP] " It's melee. You know, unarmed combat. " [SEP] " Don't they give you weapons? " [SEP] " They do. " [SEP] " I 'll	come	visit, " Mom insisted. " Are you feeling well? [SEP] " [SEP] " [SEP] Yes. [SEP] " [SEP] " [SEP] Tell me the truth. [SEP] You sound wheezy. [SEP] Did you catch a cold? [SEP] Are the barracks warm enough? [SEP] " [SEP] " [SEP] Mom, I can't hear you. [SEP] Bad connection. [SEP] " [SEP] Roman earned the rank of corporal and was given command of a unit.	natural	COCA; 2019 (2019/07/01); Vol. 137, Issue 1-2; The Slave	come	natural	natural	1	quote	listener	X & V	
Shponka had provided himself beforehand with two bundles of bagels and some sausage; after asking for a glass of vodka, of which there's never a shortage in any village inn, and, having seated himself on a bench in front of an oak table firmly fixed on the clay floor, he began eating his supper. [SEP] Meanwhile the sound of a carriage could be heard. [SEP] The gates squeaked, but the carriage took a long time to enter the courtyard. [SEP] A loud voice was abusing the woman who ran the inn. [SEP] " I 'll	come	in, " heard Shponka, " but if even one bedbug bites me in your establishment, I swear I'll give you a beating, so help me God, I will, you old witch! [SEP] And I won't pay for any hay! [SEP] " [SEP] A moment later the door opened and a fat man in a green coat walked in, or rather, squeezed in.	natural	COCA; 2019 (2018/12/22); Vol. 39, Issue 4; Ivan Fyodorovich Shponka and His Auntie	come	natural	natural	1	quote	listener	in	
" I'll make dinner. I have some wine too. " [SEP] A few of the motel workers and a group of people from the staff house had invited me to the pub. [SEP] There are about fifteen to twenty people working here. [SEP] Housemaids, short order cooks, receptionists and barmen and the maintenance guy and I've barely spoken to anyone and I say, " I was asked to the pub. " She looks away from me and I think about it. [SEP] Who gives a stuff about the pub. [SEP] " I 'll	come	over for dinner but we should go to the pub after that. [SEP] " " [SEP] OK. [SEP] Be at my place at seven. [SEP] " And I walk out.	natural	COCA; 2014; Nov2014, Vol. 58 Issue 11, p100-107. 8p; Norseman; O'LEARY, SEAN; FIC: Quadrant Magazine	come	natural	natural	1	quote	listener	over for dinner	
Top Banana has its own ripening rooms, and the too-sweet smell of ripe bananas was inescapable. [SEP] Lot C at Hunts Point Produce Market in the Bronx.Credit Vincent Tullo for The New York Times [SEP] Some of Mr. Palumbo's bananas come from the ripening warehouse in New Jersey; others arrive green from the big importers that ship to Wilmington. [SEP] " Chances are if you bought a Dole or a Chiquita, " he said , " it	came	out of here. [SEP] "	natural	COCA; 2017 (17-08-04); The Secret Life of the Banana; NEWS: New York Times	come	natural	natural	3	quote	listener@ET	out of here	
Lowering her eyes, she watched the cloth she had been scrubbing float out of reach. [SEP] Oh dear. [SEP] Had she washed her face this morning? [SEP] " Jochebed? " [SEP] " Yes? Oh, uh, yes, I'm J-Jochebed, daughter of, uh... " [SEP] Amram nodded, the sliver of a smile crinkling through the shadows in his eyes. [SEP] " I know who you are. " [SEP] Jochebed blushed. [SEP] Had she combed her hair today? [SEP] " I will	come	tonight to talk with you and your mother. [SEP] Would you ask her to prepare this fish for us? [SEP] "	natural	COCA; 2017; Slender reeds : Jochebed's hope; Texie Susan Gregory; FIC: Slender reeds : Jochebed's hope	come	natural	natural	1	quote	listener@ET	to talk with you and your mother	
Maybe he cried in his room as I did - quietly (so my friend wouldn't hear) - or maybe without tears so that he would hurt less. [SEP] I cried into the phone too. [SEP] It cost another nickel to ask him to take me back, to tell him how bleak the days were without him. [SEP] " I will	come	see you tomorrow, " he said. [SEP] The joy. The joy. [SEP] Next day, Sid took off from his studies, and we went to Griffith Park. [SEP] I made a couple of sandwiches, and we found an isolated spot in the woods and picnicked.	natural	COCA; 2010 (Winter 2010); Iss. 22; pg. 56, 7 pgs; ANNIE HALL, ANNIE HALL; Wakako Yamauchi; FIC: Hyphen Magazine	come	natural	natural	1	quote	listener@ET	X & V	
" Are you on your cell? " [SEP] Susan asked. [SEP] " No, a pay phone in a subway station. " " Then I wouldn't worry too much, " said Susan. [SEP] " We're very unlikely to be monitored. " [SEP] Niels felt he had to offer an act of faith, an act of trust. [SEP] " Susan. Seven thirty tonight. We're meeting at Maori's. I think it would be great if you were there. " " Thank you, " she said. [SEP] " I'll	come	around eight. [SEP] That'll give you and your father some time to talk. [SEP] " Niels leaned his forehead against the pay phone.	natural	COCA; 2007 (Jan/Feb); Vol. 127, Iss. 1/2; pg. 134, 14 pgs; Double Helix, Downward Gyre; Carl Frederick; FIC: Analog Science Fiction & Fact	come	natural	natural	1	quote	listener@ET	none	
Snausage soon became the platoon mascot as they patrolled north of Fallujah. [SEP] The command staff wasn't happy about the dog - many were known to carry diseases - but no one forced Carter to get rid of him. [SEP] So the platoon would sneak him along as they moved around patrols in the area. [SEP] " He definitely boosted morale, " [SEP] Carter said. [SEP] " Guys would	come	from long patrols and Snausage would snoop around and give them kisses. [SEP] For a few moments petting him, you'd forget where you were. [SEP] "	natural	COCA; 2015 (150712); LOCAL; Pg. B; Pet cop; Erika I. Ritchie STAFF writer, The Orange County Register; NEWS: Orange County Register	come	natural	natural	1	quote	protagonist	from long patrols	
While Mrs. Bancroft, 52, is about as steady a fixture as one finds on the society circuit -- involved in charities galore, and a good deal of fashion promotion -- Mr. Bancroft, also 52, shows up in the party pages as often as J. Press alters the hemline on its Bermuda shorts, which is to say almost never. [SEP] " Small dinners like these are about the only times I can get Billy to socialize with other people, " Mrs. Bancroft said. [SEP] " The party has to	come	to him. [SEP] " [SEP] The Bancrofts of Southampton (no relation to the Bancrofts of Dow Jones) may inhabit rarefied territory, but shopping for a cookout on a sunny summer Sunday they are like everybody: Is there any more quintessentially American experience than the opportunity to gather outside, throw meat (and maybe a representative from the vegetable family) on the grill, and eat under the sky as dusk falls?	natural	COCA; 2007 (20070811); Section A; Column 0; Metropolitan Desk; SUMMER RITUALS BOLDFACE BARBECUE; Pg. 1; A Simple Hamptons Barbecue, Aglow With a Little Star Power; By ERIC KONIGSBERG; NEWS: New York Times	come	natural	natural	1	quote	protagonist	to him	
He's nothing like the character. [SEP] He's a family man. [SEP] When you get to be as famous as Stephen is, a lot of people don't handle that fame well. [SEP] He's great to everybody. [SEP] He's not a prima donna. [SEP] He's extremely intelligent, whereas his character is not. [SEP] Stephen thinks things through a lot more than the character. [SEP] " [SEP] Singer Feist, who has been on The Colbert Report and performs on the Christmas special, says : " [SEP] He	came	to one of my gigs that day after I was on his show, he and his wife	natural	COCA; 2008 (081121); LIFE; Christmas with Colbert; Comedy Central^s cranky newscaster warms up for a heartwarming special; By Donna Freydkin, USA TODAY; NEWS: USA Today	come	natural	natural	3	quote	speaker@ET	to one of my gigs	
