But I don't really like calling him first or IMing him first because I don't want to seem clingy or anything. He also wanted to go to the movies with me. I recently saw inception and he was like " aw I wanted to see that... but I had nobody to go with " So i kind of took this as a hint that he wanted to go with me. So I said you should have went with me! So he said okay lets	go	together next weekend. But I don't know if it's one of those' lets go out together' but he's just saying it but not really meaning it. And I don't know if he likes me or not!	quote	listener	the movie		natural	CORE; Opinion Blog; Ask a Guy: Does He Like Me Or Am I Bugging Him?; http://www.anewmode.com/dating-relationships/does-he-like-me-or-am-i-bugging-him/
The kids woke up and asked me to get out their flip flops and shorts after just packing it all away. It's a great treat for them especially with the day off, " said Lori Barrett, of Scranton. # Lori Barrett's kids were just having fun with dirt but for her and many moms and dads, kids burning some energy outside is nice before the many months inside ahead. # They were looking for things to do and I just said	go	outside and play, it's a beautiful day!	quote	listener	outside		natural	CORE; News Report/Blog; Perfect Timing: A Beautiful Day and A Day Off | WNEP.com - WNEP-TV; http://wnep.com/2012/11/12/perfect-timing-a-beautiful-day-and-a-day-off
Her bodyguard opened the limousine' s door, and they stepped onto the pavement in front of the Great Ormond Street Hospital for Children. Crowds cheered and waved. A barrage of cameras greedily sucked in the scene. Behind a fence, a few protestors yelled, " 	go	home! "	quote	listener	home		natural	COCA;   2016; New York Vol. 136, Iss. 7/8,  (Jul/Aug 2017): 10-23.; No Strangers Any More; Creasey, Ian; FIC: Analog Science Fiction & Fact 
" There's a difference between talking with children and talking at them, " Van Sinden said. " You have to listen to what children are saying and respond to what they're saying. " Duncan added, " Provide your kids, especially young kids, with responsive interaction where you tune yourself into your child. Kids need to be developing vocabularies and language patterns and early numeracy. That can be done in a lot of day-to-day interaction. If you 're	going	to the grocery store and you have your 3-year-old in the cart, you can point out shapes and colors and have the kind of back-and-forth interaction that kids really profit from. "	quote	listener	to the grocery store		natural	COCA; 2015 (151107); LIFE; Pg. E; Rich kid, poor kid; By JILL HAMILTON, CONTRIBUTING WRITER; NEWS: Orange County Register 
And this cardiologist said you've got to get into the hospital. I had scheduled for Saturday night a wonderful interview with Robert Parker, the great wine expert, and we were going to have the best dinner I'd ever had, the best wine I'd ever had. And they said no, you're not going to do that, you 're	going	to the hospital tomorrow. So at 11:00 a.m. on Saturday I checked into the hospital.	quote	listener	to the hospital		natural	COCA; 2006 (20060619); Military Continues Search for Missing Soldiers in Iraq; Charlie Rose's Brush with Death; SPOK: CNN_King 
Luke runs into his friends Tom and Mary in the parking lot. Tom: Hey, Luke, you 're	going	to the pep rally tonight, right? Luke: Maybe. I don't know. I've got extra work to do tonight. Mary: You can't be serious. Luke, this pep rally is important. You've got to show up. There's going to be a bonfire!	quote	listener	to the pep rally		natural	COCA; 2006 (Nov); Vol. 40, Iss. 5; pg. 10, 4 pgs; Carving Out Anger; Rita M Rogers; FIC: Know Your World Extra
I take her into the hallway. Who do you think you're talking to? That man is an aeronautical engineer. How dare you condescend to him? How dare you? She goes ashen, apologizes. Then she goes back into his room and does it all over again. Dad's oncologist is from Beijing. When he makes his rounds my father smiles up at him and says, " Oh, I made it to Hong Kong and man did I love Vietnam and Thailand! " Dad points to me. " That's my daughter. She	went	to Beijing and she loved it! One of her favorite trips ever! " The doctor smiles at me and asks some questions about my visit. Then he asks, " Is there a will? " Dad says no. I drop my head. Even my mother had a will. My mother's affairs had been difficult to settle. Dad and I were going to get his organized. Set up a trust.	quote	protagonist	to Beijing		natural	COCA; 2015; 2012, Vol. 38 Issue 2, Special section p1-36. 40p; beloved father person; MURPHY, PATRICIA COLLEEN; FIC: New Orleans Review
The first lady had a strong sense of history, daughter Caroline Kennedy writes. # Through memos (some accompanied by playful sketches), notes and speeches (several written by Mrs. Kennedy in Spanish and French), the show reveals something of the mechanics behind her transformation of the White House into a symbol of cultural power. # " She was a voracious reader of history and we have a wish list that she composed of the historically significant items she wanted for the White House, " Bowles says. " Then she	went	through storerooms and attics and literally found things that had been languishing through previous administrations, and had those restored and put into place. She appointed and worked closely with the first curator that the White House ever had. "	quote	protagonist	through storerooms and attics		natural	COCA; 2001 (20010418); Met mounts first retrospective of Jackie Kennedy''s White House style; By KATHERINE ROTH, Associated Press Writer; NEWS: Associated Press
Forty year old Regina Holliday says having care is a game changer. She and her husband Frederick were married for almost 16 years. During most of that time they had no health insurance even though both worked multiple jobs-most of them part time. They had two small children and paid all their medical bills out of pocket. # " Two adults with 2 children and 6 jobs and we couldn't afford health insurance between the two of us living in D.C. " Regina said. " We didn't	go	to the doctor until we were really, really, really sick-couldn't get out of bed sick. "	quote	speaker	the doctor		natural	CORE; News Report/Blog; Advocacy group: 26,000 die prematurely without health insurance; http://thechart.blogs.cnn.com/2012/06/20/families-usa-says-26000-die-prematurely-without-health-insurance/
Free at last, Mia said she had a man who could get them across the river using a boat (never mind about that stuff about Militia men blowing up boats, apparently), so they went to see him except he was very dead. Mia also waited a day to tell Nora that she found their dad, because talking about how Miles broke up with her a long time ago was more important and dominated the conversation last night around the campfire. Mia said, " Hey let's	go	see Dad, he's in Texas, " but Nora said, " Sorry sis, I made a promise to risk my life and save this stranger's brother because FAMILY IS IMPORTANT. "	quote	speaker	Dad		natural	CORE; Review; Revolution "Ties That Bind" Review: The Rio Bland - News - TV.com; http://www.tv.com/news/revolution-ties-that-bind-review-the-rio-bland-30064
Your date will smile at a beautiful bowl of gnocchi. # If you have the time, put together homemade gnocchi with a cream-based sauce of your choosing. Pesto also plays nicely here. # " Gnocchi is the reason that I	went	to Italy; gnocchi is the reason that I became a chef, " said chef Andrew Carmellini. " I love gnocchi! Gnocchi would be my last meal if I got to pick; it's the food I'd want to have if I could only have one. "	quote	speaker	to Italy		natural	COCA; 2019 (19-02-11); 10 easy and impressive dinners to cook for a date
" Care to explain- " I asked while glaring. " Why this dammed piece of bone is in the refrigerator?! I thought you were done testing its resistance to temperature?! " George coughed nervously, pushing his glasses up his nose to no avail, as they simply slipped back down again. # " I was " He said. " but I	went	to get a snack from the fridge earlier and I must've left it there. Sorry " He added. Before I started my tirade the door burst open again and in swept a boy with tousled brown hair and a long navy coloured coat.	quote	speaker	to get a snack		natural	COCA; 2019 (11/5); T; Sing our greatest hits
While barrel racing provides more opportunities at rodeos, Samples prefers roping, which she did in college and competed in professionally at United Rodeo Association-sanctioned events. # " They were always in Iowa and Missouri, so while I was in school they were always pretty much impossible for me to get to, " she said. " I would	go	over the Fourth of July and hit some of the bigger rodeos, but I have not had the opportunity to be very consistent. # " I probably prefer roping over barrel racing. It's more enjoyable for me, " she said. "	quote	speaker	over the 4th of July		natural	COCA; 2017 (17-07-06); Abilene woman, 24, spends much of her life in the saddle; NEWS: Washington Times 
During his seasons with the Patriots, Corwin Brown frequented Harvard Square in Cambridge, Mass., and fell in love with chess. He'd stay until 2 a.m. digesting an atmosphere he had never imagined he could embrace. # " I would be amazed because two things would happen: People would be playing chess, and they'd be talking politics, " Brown said. " I would	go	down there so much, my wife wasn't sure what I was doing. # " To me, it was like a whole different world. There was no drama. You could always get a game. "	quote	speaker	down there		natural	COCA; 2007 (20070415); SPORTS; Pg. A72; A position of responsibility; Corwin Brown^s rise from Julian to the NFL to Notre Dame means a lot to a lot of people; Vaughn McClure, The Chicago Sun-Times; NEWS: Chicago Sun-Times 
In addition, a $ 100-per-class scholarship at UH-Victoria helped to pay for textbooks, some of which cost $ 75 each. # Cortez-Carlisi also was working weekends and three nights a week as a secretary at her father's business, Cortez Properties in Rosenberg, while trying to find time to spend with Christopher. # " I would wake at 6 a.m., get my son dressed, drive him to school and give him a pep talk on the way, " she said. " Then I would	go	to work (at Terry), then pick him up and take him back to school with me. I would be in class in the front and he would be doing his homework in the back of the room. "	quote	speaker	to work		natural	COCA; 2002 (20020110); THISWEEK; Pg. 01; Filling a need;; School aides net big rewards in teaching program; BETTY L. MARTIN; NEWS: Houston Chronicle 
What does this business do? Home decor and gift shop. " It is people's happy place to come to, " Leigh Bratta said. " It's a feel-good -- the atmosphere, the music, when you add all that in, it's just a happy place. We have regulars that come every week. " # What was the impetus for opening? " (Our) mother is Nona Jo, " Jennifer White said. " We would	go	to her house and down in her basement we would do crafts. We'd do a Sunday afternoon and decorate lamps, embellish, make florals. This is about 14 years ago. So we decided to just have a garage sale at Leigh's house. We did the garage up, had curtains, painted furniture, decoupage, and literally almost sold everything. People were carrying stuff out by the troves. "	quote	speaker+other	homebase		natural	COCA; 2016 (16-09-22); Down to Business: Sisters turn love of crafts into successful decor ...; NEWS: Chicago Tribune 
On a recent afternoon at Stone Mountain Park, school was a distant vision as 6-year-old Clay " Ty " Johns splashed around in a man-made river near the Sky Hike attraction. # His great-grandfather, James Douglas Conley, 76, wanted the boy to enjoy the kind of summer he had as a youngster: fishing, swimming and taking it easy. # " I still remember catching my first trout, " said Conley. " We would	go	to fishing holes and stay there all day. " # The pair have visited Conley's childhood fishing spots in Helen and Lake Burton, and Ty caught his first trout this summer.	quote	speaker+other	to fishing holes		natural	COCA; 2010 (100725); FEATURES; Pg. 1E; A lost summer?; With school starting ever earlier, it seems August may as well be fall. Some say that^s in kids^ best interest, but others defend the splendor of idle time.; Bo Emerson, Helena Oliviero; Staff; NEWS: Atlanta Journal Constitution 
James McNair, a Peekskill resident, said he had a problem with the proposed cuts to two youth workers at the center. He said the move was made without consulting any of the volunteers, the kids who use the center, any studies or site visits. He said many of the kids who	go	to the Kiley center are in need of guidance.	say	3rd	the center		natural	CORE; News Report/Blog; Union Workers March Peekskill City Hall; Sound Off on Proposed; http://peekskill.patch.com/articles/union-members-mob-peekskill-city-hall-sound-off-on-proposed-layoffs
" I wonder if you might have space in your barn where I could sleep tonight. " Wiping her hands upon her apron, she glanced at the canvas-shrouded loom in the wagon bed. # " You a weaver? " # " Yes, ma'am. I'm not looking for work right now though. " He paused and then, thinking she was most likely a mother, he burst out, " My son ran away from home. " Fatigue and the emotional stew of anger and fear made him more talkative than usual. " My sister said he	went	with the Shakers. " The woman's expression softened.	say	3rd	go with		natural	COCA; 2012; New York : Minotaur Books,Edition: 1st ed.; A simple murder; Kuhns, Eleanor.; FIC: A simple murder 
Mrs. Willis would smile in encouragement and then wait for me to translate the Urdu. She would cock her head to one side while her reply was translated back to Asma. If Mrs. Willis felt the translation did not seem quite right (I was never sure whether she actually understood a little Urdu or reached her conclusions by gauging Asma's reactions), she repeated her point. The school system baffled Asma. She did not understand the curriculum -- that was part of the problem. When Mrs. Willis said the students would	go	on field trips so as to better understand English history, I'd have the devil of a time trying to get this across to Asma. She asked endless questions, and I'd stumble through the answers. Did you do this as a schoolboy in this country? Asma would ask. No, we didn't go on such trips during my schooldays in the 1950s, I'd tell her.	say	3rd	on fieldtrips		natural	COCA; 2015; Spring2015, Vol. 45 Issue 1, p20-30. 11p.; Pigs Is Pigs and Eggs Is Eggs.; CAITONDE, VISHWAS R.; FIC: Iowa Review 
Meg: What happened? Holden: Nothing. It's just -- I don't know. Luke's life isn't exactly carefree right now. And I can't help him fix it. I don't even know what to say. Meg: Did you guys have a fight? Holden: No, no. It was nothing like that. We were just outside, we were working on the tractor, talking. I asked him about spring break. And he said that he wasn't	going	with the rest of his class. Meg: Why not? Holden: Because it's all about hooking up. Having someone special. And he doesn't. Meg: So, it will happen. Holden: That's what I tried to tell him.	say	accompaniment	with the rest of his class		natural	CAS; 2007 (2007-03-06); As the World Turns; As the World Turns 
" Your mother even made notes of all your illnesses, in a big black ledger. One for every year from when Minna was born until Effie died. " # " Momma was very meticulous. " # " But here's the thing-that summer, the summer of i92o, there's just nothing. " # " Well, as I said, she was in Cape May. And it was a hard pregnancy. She had to be in bed for most of it. " # " And you say Minna	went	with her? " # " To take care of her. Poppa could only get away from the shop on weekends. You can ask her yourself when you see her, she remembers everything-the name of the hotel, what their room number was. "	say	accompaniment	with her		natural	COCA; 2001 (Winter); Vol. 86, Iss. 1; pg. 47, 18 pgs; The scruff of the neck; David Leavitt; FIC: Southwest Review
I had forgotten to shut the garage door and Braedon was playing down the hall with the screen door out to the garage and it had opened. Roxy got out. I DID CHASE AFTER HER up over the hill of our driveway and partly down our street where I SAW HER turn down to my in-laws' house. I COULD NOT keep chasing her because I had TWO CHILDREN I could not leave alone. So, I considered the fact that my husband was very close to being home and he said he would	go	get her. Yes, I stayed home with my two kids while my husband was out searching.	say	attitude holder	none		natural	CORE; Personal Blog; Get Off My Internets; http://getoffmyinternets.net/
Mimi. I love your work. Found you through. Purl Bee. I visit your web site for inspiration and to " visit ". I'm in California but daughters boyfriend is from Boston I've said if I ever	go	there I want to see your work or take a workshop.	say	attitude holder	Boston		natural	CORE; Opinion Blog; and then I went to a doll conference | Doll; http://mimikirchner.com/blog/archives/2012/10/and-then-i-went-to-a-doll-conference/
" Tim here did help a man with a boat that night -- " . " Threw him a rope, sir, " Tim broke in. " He'd got out in the current, and what with the ice, and his not knowing much about a boat, he'd have kept on to New Orleans if I hadn't caught him -- or Kingdom Come. " " Exactly. And what time did you say this was? " " Between three and four last Sunday night -- or Monday morning. He said he couldn't sleep and	went	out in a boat, meaning to keep in close to shore. But he got drawn out in the current. " " Where did you see him first? " " By the Ninth Street bridge. "	say	attitude holder	out in a boat		natural	CORE; Short Story; The Case of Jennie Brice.; http://digital.library.upenn.edu/women/rinehart/brice/brice.html
Some girls worried about prom living up to the hype. Nicole, a private school girl summed up this sentiment: " Prom to me means a whole lot of excitement in our preparations, but a letdown once you arrive. " More critically, some girls said: " I don't really think it as big of a deal as students and schools make it out to be, " and " It's just another event to me. " A  public school girl said she	went	only to " make others happy. "	say	attitude holder	none		natural	COCA; 2014; Publication information; Oct2014, Vol. 47 Issue 5, p937-951; The Erotic-Chaste Dialectic and the New Southern Belle Code at the High School Prom: Feminine Gender Role Stress across Ethnic and Socio-Economic Factors; POMPPER, DONNALYN; CRANDALL, KATHRYN; ACAD: Journal of Popular Culture 
One of his best projects - a great Tudor house - was for Celia Tobin Clark, a society grande dame. " It was an incredible house in Hillsborough with a long, winding drive. The grand salon had the biggest Aubusson rug I have ever seen. The owner was terrific, and I got on well with her, " Lyon said. # After the shoot, Lyon received a call from Clark's secretary inviting him to dinner. " It was a rainy night, but I grudgingly said I would	go	. What I did not realize was that this was her dinner of the year. Most people would have killed for the invitation, " he said. # The menus had filigreed frames as favors and the courses were listed in French. "	say	attitude holder	none		natural	COCA; 2005 (20050119); HOME & GARDEN; Pg. 1WB; LIVING HISTORY;; ; An incomplete but not indifferent retelling of the golden age of San Francisco interior design; Zahid Sardar; NEWS: San Francisco Chronicle 
My mother recovered quickly. By the evening, she was out of bed. By the next morning, she was asking what we would do next. # I knew that I had to return to the dragon's castle as soon as possible. The healer's words had left me uneasy. My mother was captivated by the dragon's story, and she said that she would	go	with me. With some effort, I persuaded her that it was more important that she write a ballad that told Tara's tale.	say	attitude holder	go with		natural	COCA;   2003 (Aug); Vol. 105, Iss. 2; pg. 6; Dragon's Gate; Pat Murphy; FIC: Fantasy & Science Fiction 
Eunie said that three children had come up to her, in her own yard, in the middle of the night. They said that they had something to show her. " What's that? " she said. She asked them what they were doing up so late at night. She didn't recall what they answered. # She found herself being borne along by them, without ever having said that she would	go	. They took her out through the gap in the fence at the corner of the yard and along the path by the riverbank. She was surprised to find the path so well opened up -- she had the idea that it must be all overgrown, now that she didn't go that way anymore.	say	attitude holder	none		natural	COCA; 1994 (Summer); Vol. 36, Iss. 131; pg. 265; Spaceships have landed; Munro, Alice; FIC: Paris Review 
Maura offered to set the southern fort afire if she got close to it, and promised to leave the gate alone so the horses could run. Tait wanted to go with her, and the dogs followed him. Rebel, who itched to help, agreed to carry the man and girl south. Kitten whistled a query. Daine smiled. " You're with me, Kit. I need you for locked doors. " The dragon chuckled and sharpened her claws on a rock. Flicker said that he would	go	with Maura and Tait to the southern fort. He also advised Daine to recruit the valley's squirrels. They could free the fort horses. They also could chew ropes, bowstrings, and the like, once the sun was up.	say	attitude holder	go with		natural	COCA; 1994; New York: Maxwell Macmillan Internation; Wolf-Speaker; Tamora Pierce; FIC: WolfSpeaker 
She eased her shoes off under her chair where she could touch them with her toes and reassure herself from time to time that they were still there, then leaned forward with her elbows on the table top. But she resisted sighing. She and Walter both tried to be good sports, and when one failed temporarily -- as Walter had done by becoming very silent over the past hour -- the other felt the responsibility for keeping things going and for being prepared for whatever might happen. # Walter said that he would	go	to the counter and get them some coffee. " You want anything else? " he asked. He had started feeling in his pockets for change. His face had gotten pale during the afternoon and there were moist circles under his eyes which made Della realize that he was as tired as she, so she decided then and there she would do something nice for him as soon as she got her strength back.	say	attitude holder	to the counter		natural	COCA;   1992; Autumn92, Vol. 68 Issue 4, p651, 18p; The unexpected birth of Florida stamp.; Lott, James; FIC: Virginia Quarterly Review
She heard clearly the cries of the ghosts alone on the plain in the wind and snow. Homeless, wandering. They ate in silence, listening to the winds driving the snow against the walls of the shanty. In the morning the old man and the boy searched through snowdrifts for wood. Returning laden with brush, they went past the shanty of the girl. The old man said, pointing to the brush on the boy's back, " The man and woman are sick. You can help the girl. " The boy said he would go with the girl to gather wood. He	went	over to her later that morning. Barehanded, they gathered branches and heaped them in two piles and carried them on their backs to the girl's shanty and left them near the fireplace. 	say	attitude holder	go with		natural	COCA; 1992; New York: Knopf; I am the Clay; Chiam Potok; FIC: I am th Clay 
Ruby laid the broken pieces in the trash basket at her feet. Perhaps if she rearranged the bric-a-brac on the whatnot table, Mrs. Brandon would never notice the shepherdess was missing. " Go back to the schoolroom and write fifty times on the board,' I will not touch other people's things.' " " But, Ruby, I already did all my lessons, and you said we would	go	to the park after Bernie's nap. " Ruby closed her eyes to steel herself against the beseeching looks from the young girl in front of her. She'd had to be more mother than sister in the five years since Bestemor died.	say	attitude holder+addressee	to the park		natural	COCA; 2003; Minneapolis : Bethany House Publishers; Ruby; Snelling, Lauraine.;  FIC: Ruby 
We asked every Puerto Rican wife in our sample what she did when she wanted to be alone. Half did not comprehend the implication of the question in American, middle-class terms. They said they never wanted to be alone and were surprised by the question. The other half said they	went	home to the family. They thought we were asking about wanting to be away from neighbors and people on the street.	say	homebase	home		natural	COCA; 2006 (Apr); Apr2006, Vol. 96 Issue 2, p229-258, 30p, 1 map, 8bw; KIDS AND SPACE IN THE PUERTO RICAN HIGHLANDS; Wood, Denis; ACAD: Geographical Review 
Her mother pressed her lips together tightly for a moment. " Sandy, this is a bad situation, but we're not going to put you out on the street. " A moment later, Bob Lincoln walked into the kitchen and placed his hand on Sandy's forehead. " Feels fine to me, " he said. " Ben told me you	went	to the doctor today, then mentioned something about getting a prescription for vitamins. " Sandy backed away from her father until the kitchen counter stopped her. " Yes, sir, " she said. Her mother looked toward the den. " Where are the boys? " " There wasn't anything decent on TV, so I sent them upstairs to do their homework. "	say	listener	to the doctor		natural	COCA; 2012; Nashville : Thomas Nelson; The choice; Whitlow, Robert, 1954; FIC: The choice 
Later, at lunch, James sees Debbie talking to a group of boys. Debbie calls James over to their table. Debbie: Hey, James, I want you to meet some friends of mine. Carl, R.J., Derek-this is James. Carl: Hi, James. Debbie says you 're	going	to the party at her house tonight. We're going too. R.J.: Yeah, it should be a lot of fun. I'm bringing some new CDs. Debbie: I've got to get to math class, guys. See you tonight.	say	listener	to the party 		natural	COCA; 1999 (Mar); Vol. 32, Iss. 10; pg. 8; Dying to join; FIC: Know Your World Extra 
Before leaving, she bent over Casimir's bedside one last time to pcheck his wounds. His eyes blinked slowly open, and a smile spread over his face. " Hi. " " Hi, " she replied softly, pulling away from him. " It's good of you to stop by, " Casimir said sleepily. Biting her lip, she said, " I never left. " Casimir's brow furrowed. " When I was awake last time, you said you were going to bed. " " A week ago you said you were	going	for a walk, " she snapped sarcastically, " and you came back looking like this. " " Thanks for your help. " He rubbed his bandaged shoulder.	say	listener	for a walk		natural	COCA; 1992; TSR, Inc. Lake Geneva; Heart of Midnight; J. Robert King; FIC: Heart of Midnight 
We left London quite late, and after a couple of hours in the car we went in search of a campsite. # One after another, they were all full due to a local Regatta which we didn't know about, and i started to panic, frantically searching on the iphone. At last i called one and an elderly man answered the phone, and said to	go	on down and make ourselves at home, 10 per night with hot showers included! Anyways, that campsite turned out to be the best one ever! # we set up our camp, there were just a couple of other people there, and lit the fire and got on with the cooking. # in the morning we were awoken by a peacock, and some strange clucking noises which I never thought could be from an animal.	say	speaker	campsite		natural	CORE; Personal Blog; JUNKAHOLIQUE: camping in dorset again; http://www.junkaholique.com/2011/08/camping-in-dorset-again.html
Marlena: I got myself up and out of bed because -- because that's what I needed to do. It's been a very difficult day for me. I came here looking for some comfort -- comfort from some dear family friends. And when I get here... I find that I'm being interrogated for attempted murder. Hope: Why don't we do this at another time? Bo: It's because we're friends that I need to pursue this. Marlena: Whoever said that I	went	to the wedding was wrong. I wasn't at the wedding. Bo: Do you have a black dress? Marlena: In fact I do, Bo. You've seen me wear it... at my husband's funeral.	say	speaker	to the wedding		natural	CAS; 2007 (2007-11-26); Days of Our Lives; Days of Our Lives 
Lulu: Hi. I'm Lulu Spencer. Woman: Oh, Laura's daughter. Lulu: The woman at reception said it was okay if I	went	in. Woman: Oh, absolutely. Lulu: Um -- do you take care of her a lot? Woman: Every day for the past two years. Lulu: Have you noticed any change, any indication that my mom might understand? I -- I know what the doctors say, but usually the people who do day-to-day care seem to feel differently. Woman: I'm sorry, but I've never seen Laura respond to anything.	say	speaker	in 		natural	CAS; 2006 (2006-08-08); General Hospital; General Hospital 
Natalie: All this weird stuff has been going on. # Cristian: Like what? # Natalie: Well, things that are happening, but I forget them. # Cristian: But what kind of things? # Natalie: Ok, like Viki -- she said that I	went	to the gym and that I wore this red sweat suit, but, Cristian, I don't even own a red sweat suit. # Cristian: So she was mistaken. # Natalie: Well, then Rex went out to my car, and he brings my gym bag from the trunk that had a red sweat suit in it. # Cristian: Wow, that is weird	say	speaker	to the gym		natural	CAS; 2002 (2002-06-25); One Life to Live; One Life to Live 
Soon, the father came back, setting the plate down with a thud, so that the orange slice almost jumped off onto the table. Ray shifted the orange away from the rim. # --Sorry, the man said. He stood back and wiped his hands. # --My daughter does that. She thinks it adds something. What, I don't remember. # Ray nodded. He thought the man would	go	away but the man kept standing there like he had something important to say.	think	3rd	away		natural	CORE; Other; Pine Ridge by Jenn Blair; http://www.snreview.org/0207Blair.html 
Usually, flights to Des Moines are not carried out by very large planes, and this one wasn't super-sized either. A mixture of men and women were gazing out of the window, doing some work on their laptops, read books or a story on their e-readers. # Next to me, a man was playing games on his smartphone. After a while he opened his briefcase and started reading material -- and I recognised a familiar logo. He read about the US pavilion at VIV Asia, in Bangkok, next year. # Funny, I thought, he's probably also	going	to the World Pork Expo. # T he man in front of him was sending e-mails. I tried to peek at the screen. All I could see was a little blue company logo in the signature stating' Elanco'. # Another one for the Expo!	think	3rd	pork expo		natural	CORE;  Opinion Blog; PigProgress - Pig people flying around the world; http://www.pigprogress.net/Health-Diseases/IPVS-Proceedings/2012/6/Pig-people-flying-around-the-world-PP008900W/ 
She explained why she felt it was necessary to keep Alexandra's father's identity a secret. " I didn't think that would have added dignity to her life, to have this be public or to go about our business having that, everyone know something like this. " She also explained why she put Erving's name on the birth certificate. " I wanted to give Alexandra a sense of belonging. And actually it was something done with a lot of thought and care, and I never thought anyone would	go	in and get the birth certificate. I thought it was private information. And I didn't really look into the fact that you could buy a birth certificate. "	think	3rd	X & V		natural	COCA; 1999 (Aug); Vol. 96, Iss. 11; pg. 51, 3 pgs; Dr. J's daughter, Alexandra Stevenson, speaks out for first time in ABC-TV interview; MAG: Jet 
Robin: I care about everyone on that bus, but selfishly I care most about Maxie. And I've lost a lot this year, the house that I grew up in and possibly my marriage. Patrick: Well, not if I have any say in the matter. Robin: Not if Maxie does either. She's always telling me to be honest with you, so honestly I am glad that you are here with me tonight. Patrick: So am I. Sam: Molly told me about this trip when we were decorating the tree. I just thought about	going	with them. I kind of wish I had. I could be taking care of them right now. Nikolas: We have to believe they can take care of themselves. Alexis: You know, a bus is a big, sturdy vehicle, so even if there was some sort of collision -- Elizabeth: I just wan na know my boy is safe.	think	accompaniment	with them		natural	CAS; 2011 (2011-01-04); General Hospital; General Hospital 
During our semester break, a highly civilized academic ritual that we would be wise to adopt here in the US, I wore out my Eurail Pass with my gal pal Missy eating chocolate in Salzburg, frites in Belgium and the best pizza ala quattro stagione known to man in a little cafe in the cypress dotted hills of Tuscany. It was an amazing adventure and I loved every minute, but I'm not sure I realized, at the time, just how lucky I was. # Because somehow, I always thought I'd	go	back. # And then life happened. The dreams of a young college student gave way to the responsibilites of young woman; of work and graduate school, of paying mortgages and raising children.	think	attitude holder	back (to Europe)		natural	CORE; Personal Blog; the bottom of the ninth; http://suzannemaggio.typepad.com/
I can tell you every detail of the day I got fired aka " let go " aka " down-sized " aka " -canned. " # I thought I was	going	to a routine coffee with my boss and randomly saw Matt Cohler sitting at the table inside (surprising)! # I knew something was amiss. Matt broke the news quickly and I was in dead-shock as the words came out of his mouth. They walked me back to the office and removed my laptop and my cell phone.	think	attitude holder	coffee		natural	CORE; Personal Blog; I Got Fired From Facebook - Business Insider; http://www.businessinsider.com/i-got-fired-from-facebook-2012-9 
So far not one of the boys had been caught. Oseni, the one-eyed Bini boy, was the most adept of pickpockets. A nimble thief, he could steal the shoes off a standing man's feet. Ariri had learned quite a lot from him. Ariri was also saving some of his share of the money in a tin that he hid from all eyes. One day, he thought, one day he would	go	back to Benin, to look for his mother and his little brother, Ogochukwu.	think	attitude holder	back to Benin		natural	COCA; 2015; Spring/Summer2015, Vol. 43 Issue 1/2, p197-208. 12p; The Fishmonger's Boy; Nwakanma, Obi; FIC: Women's Studies Quarterly 
My mother, father, little sister and I were living with my widowed grandmother, Frieda Hambleton, in her house in a poor neighborhood of Wichita Falls, Tex. We were crowded, but it was what I had always known, and I was happy. Then she built a house on Grant Street, in the developing part of the city, on the very edge of the prairie. I thought we would	go	with her; instead, we moved across the tracks past a Pig Stand Drive-In into county housing.	think	attitude holder	go with		natural	COCA; 2005; 12/12/2005, Vol. 193 Issue 19, p17-19, 3p, 1c; Under the Apricot Trees; Scofield, Sandra; FIC: America2015; Spring/Summer2015, Vol. 43 Issue 1/2, p197-208. 12p; The Fishmonger's Boy; Nwakanma, Obi; FIC: Women's Studies Quarterly 
Damian: That's okay. You can buy whatever you forgot to put in your suitcase. Meg: Yeah. I'm not the problem. Why is it Eliza has more to pack than I do? Damian: I don't know. Perhaps because she looks adorable in everything. Am I right? Meg: So, are all your bags in the car? Damian: No. I had them delivered to the plane directly. Meg: Oh. I thought you	went	home to pack. Damian: Hmm-mm, no. Meg: So where were you? Damian: I went to see Lily. Meg: Why? Damian: I wanted to tell her that we were going on the cruise after all.	think	homebase	home		natural	CAS; 2009 (2009-08-13); As the World Turns; As the World Turns 
Emily: Well, you just have to give yourself time to heal. Meg: You know, Mama thinks I'm almost ready to	go	home. She brings me, uh, cookies, photos of Eliza, pillows. She thinks it's gon na help. Emily: I think she's just being supportive.	think	homebase	home		natural	CAS; 2010 (2010-03-10); As the World Turns; As the World Turns 
Marissa: The other day I was having a complete emotional meltdown and you didn't run away. Caleb: Well, I'm not sure I was of much help. Marissa: No, you were. So you can help me again by telling me what this is really about. Caleb: I'm looking for a legal aide, someone I can trust. Marissa: I thought that you were	going	back to West Virginia to do whatever it is that you do there. Caleb: Well, change of plans. You see, I'm an attorney, and I'm gon na set up shop here in Pine Valley. Marissa: You're a lawyer? What kind of practice? Caleb: An exclusive one. So why don't we sit down, and you can tell me why you think you're qualified to work for me?	think	listener	back to West Virginia		natural	CAS; 2010 (2010-08-02); All My Childen; All My Childen 
