The events of the last few days came back to her. Arthur, her adored only grandson, had disappeared -- just as her husband had done four years earlier, in the garden by the oak tree in search of a treasure. She had searched the garden from one end to the other, torn the house apart, and called for him from all the neighboring hills, without finding a trace of her grandson. She imagined so many different explanations... perhaps extraterrestrials, for one. She imagined large green men	coming	down from the sky in their UFO and kidnapping Arthur. She was almost sure of it. She missed his little blond head, tousled hair, and two large brown eyes, always with their look of wonder. She missed his voice, as sweet and fragile as a soap bubble. A tear made its lonely way down her cheek. She looked at the sky for a moment through the window. It was uniformly blue and desperately empty. No trace of extraterrestrials.	other; imagine	theme	down from the sky		natural	COCA;   2006; New York : HarperTrophy, Edition: 1st Harper Trophy ed.; Arthur and the forbidden city; Besson, Luc. Sowchek, Ellen.; FIC: Arthur and the forbidden city 
I thought about Polly's funeral, just starting across town. Her mother would have taken a seat already. People would be parking their cars and nodding to one another solemnly as they walked across the grass. I had never been to a funeral, but I imagined that everyone would	come	quietly, dignified and respectful in smart black dresses and stiff suits. They would sit rigid against the pain, but would yield to it as the funeral progressed.	other; imagine	theme	none		natural	COCA; 2004 (May);  Vol. 293, Iss. 4; pg. 149, 13 pgs; FOALING SEASON; Aryn Kyle; FIC: The Atlantic Monthly 
Trevor remembered now. The day of the funeral, he'd tried to use his mobile phone. There hadn't been any reception. Not until he'd gotten close to Boise again had service resumed. But he'd figured it was a temporary problem. Hadn't considered it was an ongoing issue. He'd known he was	coming	to a small town. He hadn't figured on it being so backward it wouldn't have cell phone service.	other; know	attitude holder @ ET	a small town		natural	COCA; 2017; Keeper of the stars : a Kings Meadow romance; Robin Lee Hatcher; FIC: Keeper of the stars : a Kings Meadow romance 
She'd read about the potoo bird, and now before she fell asleep she would hear its call, which was really the voice of a dead girl crying near her window. She couldn't go to La Boca because it seemed to her that under the river's black surface there were submerged bodies that would surely try to rise up as soon as she got near its edge. She never slept with a leg uncovered, because she knew a cold hand would	come	and stroke it. Josefina's mother left her with Grandma Rita when she had to go out; if she was half an hour late Josefina would start to vomit, because the delay could mean only that her mother had died in a car crash. She ran past the portrait of the dead grandfather she'd never met -- she could feel his black eyes following her	other; know	protagonist	X & V		natural	COCA;   2019 (2019/01/01); Vol. 55, Issue 1; The Well
APATOW: " You said, " You're going to learn so much. " I always thought, I'm here to learn. I always had more fun there because I thought, Hopefully I can get some jokes in, but I just got to watch Garry re-outline that script. # SHANDLING: You clearly had youth and a point of view and energy, and you were also really funny. And we never talked about any business stuf. I don't know if you knew how many writers would	come	up to me and say, " I really want to do my own show, can you help? " It's like a woman telling you who she's going to date next. You never did that, and I think you stay focused on the work.	other; know	speaker@ET	up to me		natural	COCA; 2014; Oct2014, Vol. 162 Issue 3, p112-135. 20p. 48 Color Photographs, 4 Black and White Photographs, 53 Illustrations; Who Made You The Man You Are Today?; MOBLEY, JANA; MAG: Esquire 
AMY-ROBACH# (Voiceover) Luke decided to put his Nashville dreams on hold. Family came first, so Luke stayed home and went to college. He spent the next few years playing in bars at night and working on his father's farm during the day. AMY-ROBACH# (Off-camera) Were you ever worried that he wouldn't start the career that he was meant to have? LECLAIRE-BRYAN# We knew Luke at some point would	come	to Nashville, but that you never just, you, you can't leave your family. And I - I couldn't bear the thought of him being away. AMY-ROBACH# (Voiceover) Luke's sense of duty kept him home. His father Tommy knew the only way to get Luke to follow his destiny was to fire him.	other; know	speaker@UT	to Nashville		natural	COCA; 2013 (131105); IN THE SPOTLIGHT WITH ROBIN ROBERTS; COUNTDOWN TO THE CMA AWARDS; SPOK: 20/20 10:01 PM EST 
Her hair looked a bit longer tban in the photos Sarah had shown him, as if she'd recently decided to let it grow. She said, " I try not to see myself too much. It can be rather fmstrating. But please, sit down. " Jack turned the empty chair to face her more directly and kept his eyes on her as he sat down. He said, " Still, you must have known I would	come	looking for you. You put my card up so your daughter would find it. "	other; know 	attitude holder	X & V		natural	COCA; 2013; Sep/Oct2013, Vol. 125 Issue 3/4, p61-121. 61p.; The Queen of Eyes.; Pollack, Rachel;  FIC: Fantasy & Science Fiction 
When Mat stood up again from his father's side, he was a man new-created by rage. All that he had been and thought and done gave way to his one desire to kill the man who had killed his father. He ached, mind and body, with the elation of that one thought. He was not armed, but he never thought of that. He would go for the horse he had left tied at the blacksmith's. He would ride Thad Coulter down. He would	come	up beside him and club him off the mule. He would beat him down out of the air.	other; modal	theme	up against him		natural	COCA; 1992; Autumn92, Vol. 28 Issue 4, p679, 36p; Pray Without Ceasing; FIC: Southern Review 
The meeting that Mr. Suzuki chairs is extremely boring, but he persuaded me to	come	to it.	other; persuade	attitude holder @ ET	the meeting		predicted grammatical	Nakazawa (speaker-addressee 2007)
This vote will be like no other that Iraq has ever seen. The last time Methboub and her son-in-law, Ali, cast ballots, in October 2002, Hussein officially won 100 percent of the vote. The family laughs when they recall how, after the results were announced, a neighbor	came	to them and said " they are liars, " because she had managed to get away without voting.	other; recall	attitude holder @ ET	to them		natural	COCA; 2005 (20050126); WORLD; Amid struggles, an Iraqi family will vote; By Scott Peterson Staff writer of The Christian Science Monitor; NEWS: Christian Science Monitor
That night, as we lay on Holly's twin beds, facing each other, Holly helped me work out my plan. That weekend I would visit my sister at the Total Care Center, alone. The gardener, Rob, who owed Holly some favors, would drive me there early in the morning, before her parents were conscious. That way the staff at the Center would remember me when I	came	back, and think it was normal for my sister to walk around the grounds with me.	other; remember	speaker	back		natural	COCA;   2018 (2018/03/22); Issue 25; TOTAL
Walking home from Sudbury one night , he became aware of galloping horses , then he saw lights	coming	toward him and he stepped off the road to let the carriage pass . He saw distinctly one man or two in the box , driving ; they had no heads , only hands and the lower part of the body . As he watched , the whole thing vanished.	other; see	protagonist	none		natural	Wacky text 274
But I was the only legislative aide without some sort of advanced degree. I mean -- and I just mean like a law degree. We had bioethicist on staff. AXELROD# Yes. KEENAN# With PhDs in molecular genetics. I mean, he had the best staff on the Hill and I wasn't ready for that. So I went to the Kennedy school to try to get, you know, kind of a quantitative background that I hadn't got in college. And I told the senator I would	come	back when I was done if he'd have me.	other; tell	embedded listener	back		natural	COCA; 2017 (170126); Interview with Cody Keenan; SPOK: AXE FILES 12:00 AM EST
McCall often watched Alex when Thompson traveled on Theatre Communications Group business. " So finally Kent called me and said,' Alex would like you to come over for dinner.' And I said,' OK, sure. I'm going to Alex's house for dinner.' # " If someone had told me that I would	come	to Alabama and meet my husband and adopt my son, I would have told them they were out of their tiny minds, " said McCall, a Broadway actress best known as Jane Powell's deranged daughter on the soap " Loving. "	other; tell	speaker@UT	to Alabama		natural	COCA; 2005 (20050220); ARTS & ENTERTAINMENT; Pg. F-03; DCTC^S NEW CHIEF LEAVES STAGE LEGACY, PERSONAL MILESTONES IN ALABAMA Poised for life^s next act; John Moore Denver Post Theater Critic; NEWS: Denver Post 
On the stereo in my dad 's studio apartment is a photograph of me and my sisters in the same battered silver frame it was in when it was in our living room . It was one of the few things Dad threw into his bag when he left Mom 's house a year ago. Dad had wanted me to	come	over to his new place to show me his Fender Strat , a guitar he had just bought .	other; want 	attitude holder	new place		natural	AmE06_F06
The clout list shows an Anthony Scarpelli sought a city job in 1994 with help from Terry Teele , a former Daley aide . Scarpelli said he 's not sure if that 's him or his father , also a city worker on disability leave . Scarpelli , a cousin of the late mobster Gerald Scarpelli , said he also helped run a patronage army for Carmen Iacullo and Anthony Pucillo , two former transportation department officials . " I want to	come	back to work , " said Scarpelli , who settled four previous cases for $28,000 .	other; want 	homebase	work		natural	AmE06_A21
Elvern was so lonely that he'd become a man who could easily start talking to books or windows or old hair combs. The place was depressing, and Elvern had become so negative and argumentative that talking to him was nearly impossible. You could say it was a nice sunny day, and he'd say we needed rain. You could bring up an old friend or story, and Elvern would find a way to associate an injustice to himself with the narrative. The place was killing his spirit, and no wonder nobody wanted to	come	and visit.	other; want 	protagonist	X & V		natural	COCA; 2005 (Apr); Vol. 295, Iss. 3; pg. 117, 13 pgs; Bullheads; Michael Lohre; FIC: The Atlantic Monthly 
ERRY-GROSS# This is FRESH AIR. And if you're just joining us, my guests are Kumail Nanjiani and Emily V. Gordon. They co-wrote the new romantic comedy " The Big Sick, " and Kumail stars in it. The movie is loosely based on how they met and decided to get married. And they met when Kumail was doing stand-up comedy, and things got more serious after Emily had to be put in a medically induced coma. So Kumail, your parents wanted you to	come	to America I suppose to study and become a doctor.	other; want 	speaker@UT	to America		natural	COCA; 2017 (170712); How A Medically Induced Coma Led To Love, Marriage And ^The Big Sick^; SPOK: Fresh Air 12:00 AM EST 
While I was aware that other Sunday school classes at our church seemed to impart actual information, my own class of kids retained startlingly little. Sometimes I wondered why they kept	coming	, week after week, until I realized that most second graders don't exactly have control over their own schedules.	other; wonder	attitude holder	none		natural	COCA;   2008 (Dec 2008); Vol. 247, Iss. 6; pg. 185; Cereal-Box Crèche; MAG: Good Housekeeping 
Pam was listening intently, but Don found his eyes scanning the gathering crowd for other familiar faces. Bill had always been more popular than Donmore outgoing, and better at sports. He wondered how many people would	come	to his own funeral, and And, as he looked around the room, his heart sank. None of these people, that was for sure.	other; wonder	empathy center	to his own funeral		natural	COCA; 2006 (Dec); Vol. 126, Iss. 12; pg. 100, 35 pgs; Rollback: Part III of IV; Robert J Sawyer; FIC: Analog Science Fiction & Fact 
I knew Hai was anxious to find his family. I told him to go on alone, that I could meet everyone the next day. But he wouldn't hear of it. It was necessary that I go with him. # The neighborhood Hai thought of as home started as a narrow break in a wall on the main street. Too narrow to be an alley, it nonetheless was the avenue that led to where he had grown up. The path was dark and uneven, and as I followed, I wondered if my	coming	was actually a good idea or not. # The darkness gave way to dim lights from open doorways that fronted the path. Smells of nuoc mam, the pungent fish sauce that is an integral part of any Vietnamese cooking, bled from every home. He recognized someone, spoke, and they responded with obvious surprise and delight.	other; wonder	protagonist	none		natural	COCA; 1997 (Spring); Vol. 73, Iss. 2; pg. 327, 10 pgs; Reunion; R E Nelson; FIC: The Virginia Quarterly Review 
" We need your help. " # " She hasn't opened the blind in three days, " he said. # I raised my voice in case he couldn't hear me over the hurdy-gurdy music and the dull throb of the crowd. " Valerie is in labor. " # But he continued to stare at the window, black marble eyes filled with something like pain and hope, joy and terror and want. I imagined that death was the color of those eyes; I have often thought it since, but I yelled at him to	come	anyway, that Valerie was having a baby, that we needed him, that the baby was more important than this. "	other; yell	empathy center	come with		natural	COCA; 2001 (2001); Vol. 86, Iss. 4; pg. 581, 15 pgs; The reach of wonder; David Coley; FIC: Southwest Review 
Just then, the schooner gave a playful little lurch and the woman still up on the dead-eye lost her footing. One sandaled foot skidded sideways, while the other shot through the shrouds and somehow caught there, throwing her off-balance and tumbling her over backwards. She hung screaming, her head swaying bare inches above the deck. Jerry yelled for Rita to	come	help me and then lunged over to where the woman hung, knocking Lori and Marcella out of the way and dodging passengers. Grabbing the woman around the waist, he hefted her over one shoulder while she clung to his back. I stood at the wheel with my jaw dropped open as he untangled her foot and eased her to her feet, where she stood sobbing into his neck.	other; yell	speaker@ET	X & V		natural	COCA; 1995 (Winter); Charlottesville: Winter 1995. Vol. 71, Iss. 1; p; Pearls That Were His Eyes; Crawford, Wanda.; FIC: Virginia Quarterly Review 
I made it to a corner where I could hail a cab. I was back uptown by 8 a.m. and I ignored the stares in the lobby of the Plaza. In my room I showered and shaved, then collapsed on the bed for a couple of hours until the maid's tapping at the door got my attention. I yelled to her to	come	back in a half hour and then dug out some clean clothes, trying to piece things together as I dressed.	other; yell	speaker@UT	back		natural	COCA; 2008; New York: Apr 2008 . Vol. 128, Iss. 4; pg. 8, 22 pgs; Guaranteed Not to Turn Pink in the Can; FIC: Analog Science Fiction & Fact 
Lavinia was chatting to Ludo about the Canadian exchange student that she was hosting. "How many states have you shown her so far?", asked Ludo. "She's been to Connecticut, Maine, and New Hampshire. And last weekend she	came	with me to New York. So, counting Vermont, five."	quote	accompaniment	to New York		predicted grammatical	my own notes
It was always very handy, a hairdresser coming to the house like that. She always had all her things with her. Drier, shampoo, curlers, dye, brushes. You didn't have to hunt around for anything. And you could have a good gossip with her while she was doing it, the hairdresser. # " She was telling me yesterday that she'd finally managed to persuade her husband to go and visit her parents in Kasterlee with her. Because she'd said to him, she said : 	come	with me for once, you! You never go there anymore and they're your in-laws after all! You have to show your face there sometimes! I don't know how long it is since you've been there! You spend every Sunday at soccer!	quote	accompaniment	to Kasterlee		natural	COCA; 1994 (Summer); # . Vol. 14, Iss. 2; pg. 111; White always looks good; Pleysier, Leo; FIC: Review of Contemporary Fiction 
Last December, when we walked into the courthouse the postman gave her a hug and the security guard flirted with her. " I know everybody, " she said with a laugh. She has faced some of the district attorneys who once prosecuted her, and she's even argued juvenile cases before the very judge who first locked her up. It was terrifying to walk into his courtroom again, but " I always told people back at home that I would	come	back and be a lawyer. "	quote	homebase	back		natural	COCA; 2016 (16-09-20); Thousands of Girls Are Locked Up for Talking Back or Staying Out Late; MAG: Mother Jones 
" Annie, Annie Lieberman? " he asked. " Jesus, could that be you? " # " Uhuh, " I said cautiously. # " It's Vic, Vic Lampshade? Your cousin Barry Vishniak's college roommate. " He paused and I searched my memory, but came up with no picture of him, nor any reason for him to remember my name. " I	came	to your family for Thanksgivings during school, " he said, then reminded me, as if to prove his credentials, of Aunt Stacia's much lauded duck, of Robert's first wife, who everyone swore was a Rothschild.	quote	homebase	to your family		natural	COCA; 2002 (Fall); Vol. 41, Iss. 4; pg. 612, 18 pgs; Playing the angles; Sharon Pomerantz; FIC: Michigan Quarterly Review 
" Summer is almost here, " she told Conner. " It's almost June, we're all free to roam and move around now that there's no threat. I have to get my boys back to some kind of stable life. They need you, Conner. I'd like to spend the summer in Virgin River with you, if that's okay. I want to rent my own place, of course, but the boys should be near you. " " I 'll	come	and get you, " Conner immediately offered. " No, " she said flatly. " I'm taking the boys on vacation, just the three of us. We've earned it. We're going to Disney World for a few days.	quote	listener	X & V		natural	COCA; 2012; Don Mills, Ont. : Mira Books; Redwood Bend; Carr, Robyn.; FIC: Redwood Bend 
Trent glared at his father triumphantly. # " You're not even a person anymore, " he said. # For a few months, it looked like things might go okay. Craig's new place was a mile away. He took the kids Monday to Wednesday. Daphne decorated her new room. Then one day Ellie called to report that Trent refused to get in the car. " I 'll	come	get him, " Craig said. # " He's doing this weird thing, " Ellie warned. # " What weird thing? " # " He doesn't want to call you Dad. " # Trent was in the backyard, skulking around the fire pit. He looked like Craig had as a kid, glum and spindly.	quote	listener	X & V		natural	COCA; 2019 (2019/06/22); Vol. 40, Issue 2; How Can You Be Happy?
" You sure? " Mom asked. # " Yes. " # " Do they beat you? " # " Only at sparring. " # " Where? " she asked, ready to come and rescue him. She thought sparring was some sort of location, like the boiler room or the showers. # " It's perfectly fine, " Roman explained soothingly. " It's melee. You know, unarmed combat. " # " Don't they give you weapons? " # " They do. " # " I 'll	come	visit, " Mom insisted. " Are you feeling well? " # " Yes. " # " Tell me the truth. You sound wheezy. Did you catch a cold? Are the barracks warm enough? " # " Mom, I can't hear you. Bad connection. " # Roman earned the rank of corporal and was given command of a unit.	quote	listener	X & V		natural	COCA; 2019 (2019/07/01); Vol. 137, Issue 1-2; The Slave
Shponka had provided himself beforehand with two bundles of bagels and some sausage; after asking for a glass of vodka, of which there's never a shortage in any village inn, and, having seated himself on a bench in front of an oak table firmly fixed on the clay floor, he began eating his supper. # Meanwhile the sound of a carriage could be heard. The gates squeaked, but the carriage took a long time to enter the courtyard. A loud voice was abusing the woman who ran the inn. " I 'll	come	in, " heard Shponka, " but if even one bedbug bites me in your establishment, I swear I'll give you a beating, so help me God, I will, you old witch! And I won't pay for any hay! " # A moment later the door opened and a fat man in a green coat walked in, or rather, squeezed in.	quote	listener	in		natural	COCA; 2019 (2018/12/22); Vol. 39, Issue 4; Ivan Fyodorovich Shponka and His Auntie
" I'll make dinner. I have some wine too. " A few of the motel workers and a group of people from the staff house had invited me to the pub. There are about fifteen to twenty people working here. Housemaids, short order cooks, receptionists and barmen and the maintenance guy and I've barely spoken to anyone and I say, " I was asked to the pub. " She looks away from me and I think about it. Who gives a stuff about the pub. " I 'll	come	over for dinner but we should go to the pub after that. " " OK. Be at my place at seven. " And I walk out.	quote	listener 	over for dinner		natural	COCA; 2014; Nov2014, Vol. 58 Issue 11, p100-107. 8p; Norseman; O'LEARY, SEAN; FIC: Quadrant Magazine 
Top Banana has its own ripening rooms, and the too-sweet smell of ripe bananas was inescapable. # Lot C at Hunts Point Produce Market in the Bronx.Credit Vincent Tullo for The New York Times # Some of Mr. Palumbo's bananas come from the ripening warehouse in New Jersey; others arrive green from the big importers that ship to Wilmington. " Chances are if you bought a Dole or a Chiquita, " he said , " it	came	out of here. "	quote	listener@ET	out of here		natural	COCA; 2017 (17-08-04); The Secret Life of the Banana; NEWS: New York Times 
Lowering her eyes, she watched the cloth she had been scrubbing float out of reach. Oh dear. Had she washed her face this morning? # " Jochebed? " # " Yes? Oh, uh, yes, I'm J-Jochebed, daughter of, uh... " # Amram nodded, the sliver of a smile crinkling through the shadows in his eyes. " I know who you are. " # Jochebed blushed. Had she combed her hair today? # " I will	come	tonight to talk with you and your mother. Would you ask her to prepare this fish for us? "	quote	listener@ET	to talk with you and your mother		natural	COCA; 2017; Slender reeds : Jochebed's hope; Texie Susan Gregory; FIC: Slender reeds : Jochebed's hope 
Maybe he cried in his room as I did - quietly (so my friend wouldn't hear) - or maybe without tears so that he would hurt less. I cried into the phone too. It cost another nickel to ask him to take me back, to tell him how bleak the days were without him. " I will	come	see you tomorrow, " he said. The joy. The joy. Next day, Sid took off from his studies, and we went to Griffith Park. I made a couple of sandwiches, and we found an isolated spot in the woods and picnicked.	quote	listener@ET	X & V		natural	COCA; 2010 (Winter 2010); Iss. 22; pg. 56, 7 pgs; ANNIE HALL, ANNIE HALL; Wakako Yamauchi; FIC: Hyphen Magazine 
" Are you on your cell? " Susan asked. " No, a pay phone in a subway station. " " Then I wouldn't worry too much, " said Susan. " We're very unlikely to be monitored. " Niels felt he had to offer an act of faith, an act of trust. " Susan. Seven thirty tonight. We're meeting at Maori's. I think it would be great if you were there. " " Thank you, " she said. " I'll	come	around eight. That'll give you and your father some time to talk. " Niels leaned his forehead against the pay phone.	quote	listener@ET	none		natural	COCA; 2007 (Jan/Feb); Vol. 127, Iss. 1/2; pg. 134, 14 pgs; Double Helix, Downward Gyre; Carl Frederick; FIC: Analog Science Fiction & Fact 
Snausage soon became the platoon mascot as they patrolled north of Fallujah. The command staff wasn't happy about the dog - many were known to carry diseases - but no one forced Carter to get rid of him. So the platoon would sneak him along as they moved around patrols in the area. " He definitely boosted morale, " Carter said. " Guys would	come	from long patrols and Snausage would snoop around and give them kisses. For a few moments petting him, you'd forget where you were. "	quote	protagonist	from long patrols		natural	COCA; 2015 (150712); LOCAL; Pg. B; Pet cop; Erika I. Ritchie STAFF writer, The Orange County Register; NEWS: Orange County Register 
While Mrs. Bancroft, 52, is about as steady a fixture as one finds on the society circuit -- involved in charities galore, and a good deal of fashion promotion -- Mr. Bancroft, also 52, shows up in the party pages as often as J. Press alters the hemline on its Bermuda shorts, which is to say almost never. # " Small dinners like these are about the only times I can get Billy to socialize with other people, " Mrs. Bancroft said. " The party has to	come	to him. " # The Bancrofts of Southampton (no relation to the Bancrofts of Dow Jones) may inhabit rarefied territory, but shopping for a cookout on a sunny summer Sunday they are like everybody: Is there any more quintessentially American experience than the opportunity to gather outside, throw meat (and maybe a representative from the vegetable family) on the grill, and eat under the sky as dusk falls?	quote	protagonist	to him		natural	COCA; 2007 (20070811); Section A; Column 0; Metropolitan Desk; SUMMER RITUALS BOLDFACE BARBECUE; Pg. 1; A Simple Hamptons Barbecue, Aglow With a Little Star Power; By ERIC KONIGSBERG; NEWS: New York Times 
He's nothing like the character. He's a family man. When you get to be as famous as Stephen is, a lot of people don't handle that fame well. He's great to everybody. He's not a prima donna. He's extremely intelligent, whereas his character is not. Stephen thinks things through a lot more than the character. " # Singer Feist, who has been on The Colbert Report and performs on the Christmas special, says : " He	came	to one of my gigs that day after I was on his show, he and his wife	quote	speaker@ET	to one of my gigs		natural	COCA; 2008 (081121); LIFE; Christmas with Colbert; Comedy Central^s cranky newscaster warms up for a heartwarming special; By Donna Freydkin, USA TODAY; NEWS: USA Today 
These are the images Mikhail Gorbachev faced on the eve of his summit departure, Soviets fighting over food, his chief antagonist fighting for political prominence, and killings in the independence-minded republic of Armenia. This is what the railway station at the capital, Yerevan, looked like, after Armenian militants and Soviet troops clashed. Each side accused the other of firing first. The doctor says : " I	came	to the station and saw bodies lying all over the floor, and soldiers standing in the corner. I wanted to help, but they were all dead. They were all riddled with bullets. " Six Armenians died at the station; other clashes followed on the streets between roving gangs and government troops.	quote	speaker@ET	to the station		natural	COCA; 1990 (19900528); Gorbachev's Problems at Home; SPOK: ABC_Nightline 
I knew that the chief was on thin ice. No one, not even the police department, wanted to go toe-to-toe with Gabby, and that included Chief Martin. # He wasn't thrilled by the conversation they were having, that much was clear, but the chief had a job to do, and I had to admire the way he took a deep breath, and then said , " Desmond Ray	came	by my office a few minutes ago. He claims you stole something from his aunt, so I need to hear all about it. " # " I'll tell you the same thing I told him, " Gabby said. " Those coat pockets were empty, and Jean Ray is either lying or mistaken. "	quote	speaker@ET	by my office		natural	COCA; 2012; New York : St. Martin's Paperbacks; Killer crullers; Beck, Jessica; FIC: Killer crullers 
" Our parents won't have anything at all to do with each other. They hate each other, and especially since Mama got remarried. They won't let us get together, not even for a day; it's just awful, " I said. # " So how did you get to see him two years ago? " Lily asked. They had all drawn closer, clustering around me. # " He ran away from school, " I said , " and	came	to my high school, and got me right out of class. I remember it was biology lab, " I said. " I was dissecting a frog. " # " Then what? " # " We spent the day together, " I said.	quote	speaker@ET	to my high school		natural	COCA; 1991; Winter91, Vol. 27 Issue 1, p115, 21p; The Bubba Stories.; Smith, Lee; FIC: Southern Review 
" I want to tell you about Allen, " Ford said. " And then I want to tell you about McKenzie. " He expected to tell the story with detachment, but failed. He stopped talking and waited, shivering. Shaun listened with occasional changes of expression, small nods, and careful encouragements for him to continue. He told about the dog and McKenzie, and those months in Chapel Hill when he had been with them both. He trembled, but Shaun sat calmly, hands folded in her lap. When he said, " But he never	came	back to get the dog, andso I kept him, " and then fell silent, Shaun sat motionless.	quote	speaker@ET	back		natural	COCA; 2003; Chapel Hill, N.C. : Algonquin Books of Chapel Hill, Edition: 1st ed.; Comfort & joy : a novel; Grimsley, Jim, 1955-; FIC: Comfort & joy : a novel 
LEE-WOODRUFF# That opportunity came this spring when Julie applied to a new program at Credit Suisse called the Real Returns program. It's like a ten- week paid internship offered at Credit Suisse and several other banks to help women return to the workforce. Women like Julie, who stopped climbing the corporate ladder after having children and had trouble re-entering. JULIE-HAMES# I was on the fence fifty-fifty whether or not I would	come	and my husband was the one who said, Julie, if you don't do this, you're going to regret this for the rest of your life. LEE-WOODRUFF# Julie's husband Ken encouraged her to take the leap. He stays in Georgia with their daughters during the week, while she commutes to New York.	quote	speaker@UT	Credit Suisse		natural	COCA; 2014 (140604); This time of year college students begin internships to get a foothold in the working world.; SPOK: CBS THIS MORNING 7:00 AM EST 
When we came down to Florida we wouldn't see people for hours, and we were just inclined to be naked because we're naturalists so we paddleboarded naked and had a great time and we mentioned it to some friends and they said: " oh, my gosh that would be so much fun, we'd love to do it. " We said : " okay	come	out next time. "	quote	speaker@UT	out		natural	COCA; 2016 (16-08-05); Orlando Bloom Prompts Us to Ponder: What Is the Purpose of Naked ...; MAG: Jezebel 
Looking at Ucok's scowling face on the screen, Jamaliah was unconvinced. But then she saw another one of him on his haunches, his feet splayed the way Arif used to sit. Remembering that her son had fallen off the roof as a young boy, Jamaliah called Lana and asked if Ucok had a small scar on the right side of his nose. " Yes " was the answer. # The next day, when Ucok came to Lana's house, she put him on speakerphone and called Jamaliah. On hearing her voice, Ucok said : " Ma, please	come	and take me. I want to go back to Aceh. " Jamaliah asked where he was staying, and Ucok replied that he had no home, not even a blanket.	quote	speaker@UT	X & V		natural	COCA; 2014; 12/19/2014, p30-43. 10p. 3 Color Photographs, 1 Map.; Miracle of the tsunami; Rice, Xan; MAG: New Statesman 
Turner finished his dissertation in 1978. At the time, he was bent on teaching, not yet knowing how much he liked research. He was particularly keen on a job at California State University, Fullerton, that never materialized. Then David Schramm, the University of Chicago astrophysicist who died in a plane crash in 1997, called and said : " 	come	to Chicago - you'll do great things. "	quote	speaker@UT	to Chicago		natural	COCA; 2004 (Apr); Vol. 32, Iss. 4; pg. 44, 6 pgs; The lost years of MICHAEL TURNER; Steve Nadis; MAG: Astronomy 
For example, in one tale, Hare and Man go together to steal honey from God's house. When they arrive, Hare says : " I 	came	came here to steal once before, but I haven't been back since " (therefore, presumably, he is no longer certain where the honey is stored); " you look around the comer behind the door to try to see where the honey is. " Man is foolish enough to comply; God sees him and throws pepper in Man's eyes. Since then that man and all his descendants have been blind.	quote	speaker@UT	here		natural	COCA; 1995 (Fall); Fall95, Vol. 49 Issue 3, p229-239, 11p; LOST IN TRANSLATION: FROM ORATURE TO LITERATURE IN THE WEST AFRICAN FOLKTALE; Porter, Laurence M.; ACAD: Symposium
Close up, he looked every bit of his fifty years. His sandy hair was shot with gray and pouches of loose flesh hung under his eyes. But the creases fanning out from the corners of his eyes were laugh lines, and Rees thought in happier times the merchant had enjoyed his life. " I haven't seen you before. " # Rees was astonished that Boothe, even in the midst of his grief, was able to express interest in a stranger. " Yes, " Rees said , " I um	came	to buy some imported cloth, you know, some of that fine Indian cotton and maybe silk, and then I saw Twig... " Realizing he was stammering, Rees shut his mouth. # " Well, you won't find better than Mrs. Baldwin's Emporium, corner of Essex and Walnut streets, " Mr. Boothe said, clapping Rees upon the shoulder as though they were old friends.	quote	speaker@UT	to buy some imported cloth		natural	COCA; 2015; New York : Minotaur Books,Edition: First edition; Death in Salem; Kuhns, Eleanor; FIC: Death in Salem 
" It's the rumors about a players' union forming. " This brought about even more laughter. I frowned. " Why is that funny? " " Bawl-playahs, " said Lou Klein, taking a long pull from a beer bottle, " don't cotton to unions. " Fred Martin drank beer, too, and nodded in agreement.. " You've got no pension, you've got no minimum wage, " I said. " They have you	coming	to training camp this year a month earlier than usual, and you don't get paid five cents extra for it. Attendance could double this year, but the owners won't give you guys any of that money if they don't have to. "	quote	theme	to training camp		natural	COCA;   1996; New York : Viking; The Veracruz blues; Winegardner, Mark, 1961; FIC: The Veracruz blues
Boggs's restoration had already faced criticism before he died at the age of 77 in 1991. But it was the 2004 collapse at Tazumal and the subsequent archaeological discoveries beneath his slabs of concrete that are finally wrenching open questions about how he and other archaeologists of his generation repackaged the past. # " People like Stanley Boggs were putting cement on structures all over Mesoamerica, and by doing that, they made people think it was the last word, as if underneath the cement there was nothing left to study, " said Valdivieso. " Visitors would	come	to Tazumal with these flights of imagination, walk up to touch the cement as if they were touching the original structure, and what they were touching was Stanley Boggs's cement. It was a farce. "	quote	theme	to Tazumal		natural	COCA; 2006 (Sep/Oct); Sep/Oct2006, Vol. 59 Issue 5, p30-35, 6p, 9c, 1bw; Deconstructing a Maya Pyramid.; Atwood, Roger; ACAD: Archaeology 
" What I remember most is his preparation. He would study everything about an opponent and learned enough football so he could see a team line up and know where the play was going to go. " # Broadcaster John Madden, who was the Raiders coach during much of King's time there, agreed. " He didn't just show up in shorts the day of the game and do the broadcast, " Madden said. " He would	come	to training camp, get to know the players and the coaches. He was thorough. " # When the Walter Haas family bought the A's in 1981, one of the first things it did was to hire King and Simmons to create one of the highest-profile broadcast teams in professional sports. # " The one thing I regret is that he passed before he got a chance to get into the baseball Hall of Fame, " said Simmons	quote	theme	to training camp		natural	COCA; 2005 (20051019); NEWS; Pg. A1; BILL KING: 1927-2005;; ; Erudite voice of Bay Area sports; David Bush; NEWS: San Francisco Chronicle 
